"subnum","block","trial","cue","flank","location","direction","rt","error","group","age","correctRT"
5,2,33,"None","Incongruent","up","right",520.07403732183,0,"Young",29,520.07403732183
5,2,34,"Center","Incongruent","up","right",423.084946198014,0,"Young",29,423.084946198014
5,2,35,"Double","Incongruent","up","right",390.863859454146,0,"Young",29,390.863859454146
5,2,36,"Spatial","Incongruent","up","right",452.390070375206,0,"Young",29,452.390070375206
5,2,37,"None","Neutral","down","right",435.94225075034,0,"Young",29,435.94225075034
5,2,38,"Center","Neutral","down","right",404.112361138808,0,"Young",29,404.112361138808
5,2,39,"Double","Neutral","down","right",360.433759763794,0,"Young",29,360.433759763794
5,2,40,"Spatial","Neutral","down","right",257.394486426136,0,"Young",29,257.394486426136
5,2,41,"None","Congruent","down","right",433.454729913794,0,"Young",29,433.454729913794
5,2,42,"Center","Congruent","down","right",499.528834998093,1,"Young",29,NA
5,2,43,"Double","Congruent","down","right",301.911415684948,0,"Young",29,301.911415684948
5,2,44,"Spatial","Congruent","down","right",290.759685362614,0,"Young",29,290.759685362614
5,2,45,"None","Incongruent","down","right",433.197312774852,0,"Young",29,433.197312774852
5,2,46,"Center","Incongruent","down","right",431.743419413347,0,"Young",29,431.743419413347
5,2,47,"Double","Incongruent","down","right",514.072712398984,0,"Young",29,514.072712398984
5,2,48,"Spatial","Incongruent","down","right",402.334137212291,0,"Young",29,402.334137212291
5,3,1,"None","Neutral","up","left",417.221418288005,0,"Young",29,417.221418288005
5,3,2,"Center","Neutral","up","left",315.568644820146,0,"Young",29,315.568644820146
5,3,3,"Double","Neutral","up","left",378.263320850035,0,"Young",29,378.263320850035
5,3,4,"Spatial","Neutral","up","left",391.766321071045,0,"Young",29,391.766321071045
5,3,5,"None","Congruent","up","left",543.010789593011,0,"Young",29,543.010789593011
5,3,6,"Center","Congruent","up","left",445.734813765768,0,"Young",29,445.734813765768
5,3,7,"Double","Congruent","up","left",331.498832715647,0,"Young",29,331.498832715647
5,3,8,"Spatial","Congruent","up","left",314.843498230745,0,"Young",29,314.843498230745
5,3,9,"None","Incongruent","up","left",530.372777762794,1,"Young",29,NA
5,3,10,"Center","Incongruent","up","left",449.497929187271,0,"Young",29,449.497929187271
5,3,11,"Double","Incongruent","up","left",458.766514980938,0,"Young",29,458.766514980938
5,3,12,"Spatial","Incongruent","up","left",344.385060831432,0,"Young",29,344.385060831432
5,3,13,"None","Neutral","down","left",408.673506632822,0,"Young",29,408.673506632822
5,3,14,"Center","Neutral","down","left",333.679787616005,0,"Young",29,333.679787616005
5,3,15,"Double","Neutral","down","left",328.572103769438,1,"Young",29,NA
5,3,16,"Spatial","Neutral","down","left",304.054969888895,0,"Young",29,304.054969888895
5,3,17,"None","Congruent","down","left",409.260471524094,0,"Young",29,409.260471524094
5,3,18,"Center","Congruent","down","left",379.716605342973,0,"Young",29,379.716605342973
5,3,19,"Double","Congruent","down","left",406.672445974743,0,"Young",29,406.672445974743
5,3,20,"Spatial","Congruent","down","left",314.540961317202,0,"Young",29,314.540961317202
5,3,21,"None","Incongruent","down","left",457.149569033564,0,"Young",29,457.149569033564
5,3,22,"Center","Incongruent","down","left",530.808378840643,0,"Young",29,530.808378840643
5,3,23,"Double","Incongruent","down","left",494.693320341916,0,"Young",29,494.693320341916
5,3,24,"Spatial","Incongruent","down","left",444.84229297029,0,"Young",29,444.84229297029
5,3,25,"None","Neutral","up","right",514.99853364827,0,"Young",29,514.99853364827
5,3,26,"Center","Neutral","up","right",331.112902736866,0,"Young",29,331.112902736866
5,3,27,"Double","Neutral","up","right",477.440879097967,1,"Young",29,NA
5,3,28,"Spatial","Neutral","up","right",401.322466208029,0,"Young",29,401.322466208029
5,3,29,"None","Congruent","up","right",445.35115059888,0,"Young",29,445.35115059888
5,3,30,"Center","Congruent","up","right",411.216649196333,0,"Young",29,411.216649196333
5,3,31,"Double","Congruent","up","right",378.067072122551,1,"Young",29,NA
5,3,32,"Spatial","Congruent","up","right",334.458710428553,0,"Young",29,334.458710428553
5,3,33,"None","Incongruent","up","right",421.188321996535,0,"Young",29,421.188321996535
5,3,34,"Center","Incongruent","up","right",487.129492290932,0,"Young",29,487.129492290932
5,3,35,"Double","Incongruent","up","right",552.116169905282,0,"Young",29,552.116169905282
5,3,36,"Spatial","Incongruent","up","right",514.488647833658,0,"Young",29,514.488647833658
5,3,37,"None","Neutral","down","right",438.489716356376,0,"Young",29,438.489716356376
5,3,38,"Center","Neutral","down","right",374.606110553947,0,"Young",29,374.606110553947
5,3,39,"Double","Neutral","down","right",384.099724728966,0,"Young",29,384.099724728966
5,3,40,"Spatial","Neutral","down","right",397.296408916215,0,"Young",29,397.296408916215
5,3,41,"None","Congruent","down","right",503.86494113012,0,"Young",29,503.86494113012
5,3,42,"Center","Congruent","down","right",400.397207626701,0,"Young",29,400.397207626701
5,3,43,"Double","Congruent","down","right",430.713936760703,0,"Young",29,430.713936760703
5,3,44,"Spatial","Congruent","down","right",338.646207800322,0,"Young",29,338.646207800322
5,3,45,"None","Incongruent","down","right",524.886110167364,0,"Young",29,524.886110167364
5,3,46,"Center","Incongruent","down","right",509.282000681744,0,"Young",29,509.282000681744
5,3,47,"Double","Incongruent","down","right",626.978681337015,0,"Young",29,626.978681337015
5,3,48,"Spatial","Incongruent","down","right",407.299870220297,0,"Young",29,407.299870220297
5,4,1,"None","Neutral","up","left",396.592634155669,0,"Young",29,396.592634155669
5,4,2,"Center","Neutral","up","left",402.290397870767,1,"Young",29,NA
5,4,3,"Double","Neutral","up","left",354.708737681811,0,"Young",29,354.708737681811
5,4,4,"Spatial","Neutral","up","left",371.764157226079,1,"Young",29,NA
5,4,5,"None","Congruent","up","left",447.062419956727,0,"Young",29,447.062419956727
5,4,6,"Center","Congruent","up","left",445.808358151984,0,"Young",29,445.808358151984
5,4,7,"Double","Congruent","up","left",327.011175816932,0,"Young",29,327.011175816932
5,4,8,"Spatial","Congruent","up","left",279.721239430959,0,"Young",29,279.721239430959
5,4,9,"None","Incongruent","up","left",578.378652910732,0,"Young",29,578.378652910732
5,4,10,"Center","Incongruent","up","left",461.264289989553,0,"Young",29,461.264289989553
5,4,11,"Double","Incongruent","up","left",398.87946712797,0,"Young",29,398.87946712797
5,4,12,"Spatial","Incongruent","up","left",356.31137947989,0,"Young",29,356.31137947989
5,4,13,"None","Neutral","down","left",402.38208572188,0,"Young",29,402.38208572188
5,4,14,"Center","Neutral","down","left",409.523070056849,0,"Young",29,409.523070056849
5,4,15,"Double","Neutral","down","left",348.636229463754,0,"Young",29,348.636229463754
5,4,16,"Spatial","Neutral","down","left",407.092308188193,0,"Young",29,407.092308188193
5,4,17,"None","Congruent","down","left",442.19223142433,1,"Young",29,NA
5,4,18,"Center","Congruent","down","left",389.794039469716,0,"Young",29,389.794039469716
5,4,19,"Double","Congruent","down","left",374.224013568688,0,"Young",29,374.224013568688
5,4,20,"Spatial","Congruent","down","left",325.121133592411,0,"Young",29,325.121133592411
5,4,21,"None","Incongruent","down","left",491.616042646928,0,"Young",29,491.616042646928
5,4,22,"Center","Incongruent","down","left",507.823928996826,0,"Young",29,507.823928996826
5,4,23,"Double","Incongruent","down","left",378.061799539134,0,"Young",29,378.061799539134
5,4,24,"Spatial","Incongruent","down","left",464.338438762909,0,"Young",29,464.338438762909
5,4,25,"None","Neutral","up","right",412.465790165037,0,"Young",29,412.465790165037
5,4,26,"Center","Neutral","up","right",416.736162227545,0,"Young",29,416.736162227545
5,4,27,"Double","Neutral","up","right",372.079275810812,0,"Young",29,372.079275810812
5,4,28,"Spatial","Neutral","up","right",272.709354787362,0,"Young",29,272.709354787362
5,4,29,"None","Congruent","up","right",447.345263463891,0,"Young",29,447.345263463891
5,4,30,"Center","Congruent","up","right",348.079767650789,0,"Young",29,348.079767650789
5,4,31,"Double","Congruent","up","right",431.219617725934,0,"Young",29,431.219617725934
5,4,32,"Spatial","Congruent","up","right",298.613348459256,0,"Young",29,298.613348459256
5,4,33,"None","Incongruent","up","right",410.610993124227,0,"Young",29,410.610993124227
5,4,34,"Center","Incongruent","up","right",407.299499871787,0,"Young",29,407.299499871787
5,4,35,"Double","Incongruent","up","right",416.398863882182,0,"Young",29,416.398863882182
5,4,36,"Spatial","Incongruent","up","right",368.703466064542,1,"Young",29,NA
5,4,37,"None","Neutral","down","right",418.120795297677,0,"Young",29,418.120795297677
5,4,38,"Center","Neutral","down","right",350.233675194614,0,"Young",29,350.233675194614
5,4,39,"Double","Neutral","down","right",354.46289026202,0,"Young",29,354.46289026202
5,4,40,"Spatial","Neutral","down","right",356.399571920433,0,"Young",29,356.399571920433
5,4,41,"None","Congruent","down","right",371.817669415515,0,"Young",29,371.817669415515
5,4,42,"Center","Congruent","down","right",418.00888325112,0,"Young",29,418.00888325112
5,4,43,"Double","Congruent","down","right",374.872208197481,0,"Young",29,374.872208197481
5,4,44,"Spatial","Congruent","down","right",338.08861145425,0,"Young",29,338.08861145425
5,4,45,"None","Incongruent","down","right",398.188129000999,0,"Young",29,398.188129000999
5,4,46,"Center","Incongruent","down","right",434.938546028172,0,"Young",29,434.938546028172
5,4,47,"Double","Incongruent","down","right",417.217694778427,1,"Young",29,NA
5,4,48,"Spatial","Incongruent","down","right",452.364770785765,1,"Young",29,NA
5,5,1,"None","Neutral","up","left",499.54102555213,0,"Young",29,499.54102555213
5,5,2,"Center","Neutral","up","left",441.562310762491,0,"Young",29,441.562310762491
5,5,3,"Double","Neutral","up","left",319.333126892392,0,"Young",29,319.333126892392
5,5,4,"Spatial","Neutral","up","left",300.197305366822,1,"Young",29,NA
5,5,5,"None","Congruent","up","left",425.524006142664,1,"Young",29,NA
5,5,6,"Center","Congruent","up","left",327.017155606927,0,"Young",29,327.017155606927
5,5,7,"Double","Congruent","up","left",294.784390300997,0,"Young",29,294.784390300997
5,5,8,"Spatial","Congruent","up","left",379.567533301262,0,"Young",29,379.567533301262
5,5,9,"None","Incongruent","up","left",503.407826402949,0,"Young",29,503.407826402949
5,5,10,"Center","Incongruent","up","left",480.719799986404,0,"Young",29,480.719799986404
5,5,11,"Double","Incongruent","up","left",384.84661235864,0,"Young",29,384.84661235864
5,5,12,"Spatial","Incongruent","up","left",392.977258231968,0,"Young",29,392.977258231968
5,5,13,"None","Neutral","down","left",371.437568278845,0,"Young",29,371.437568278845
5,5,14,"Center","Neutral","down","left",338.529261618243,0,"Young",29,338.529261618243
5,5,15,"Double","Neutral","down","left",386.460602090252,0,"Young",29,386.460602090252
5,5,16,"Spatial","Neutral","down","left",299.250354085863,0,"Young",29,299.250354085863
5,5,17,"None","Congruent","down","left",380.327724269328,0,"Young",29,380.327724269328
5,5,18,"Center","Congruent","down","left",314.691577049541,1,"Young",29,NA
5,5,19,"Double","Congruent","down","left",303.288911424606,0,"Young",29,303.288911424606
5,5,20,"Spatial","Congruent","down","left",296.857603338166,0,"Young",29,296.857603338166
5,5,21,"None","Incongruent","down","left",585.189960190708,0,"Young",29,585.189960190708
5,5,22,"Center","Incongruent","down","left",417.218370176301,0,"Young",29,417.218370176301
5,5,23,"Double","Incongruent","down","left",389.341568718702,0,"Young",29,389.341568718702
5,5,24,"Spatial","Incongruent","down","left",339.724727681582,1,"Young",29,NA
5,5,25,"None","Neutral","up","right",422.467815660618,0,"Young",29,422.467815660618
5,5,26,"Center","Neutral","up","right",360.299654378561,0,"Young",29,360.299654378561
5,5,27,"Double","Neutral","up","right",387.603465987394,0,"Young",29,387.603465987394
5,5,28,"Spatial","Neutral","up","right",325.864678113402,0,"Young",29,325.864678113402
5,5,29,"None","Congruent","up","right",473.383380626709,1,"Young",29,NA
5,5,30,"Center","Congruent","up","right",416.004556064383,1,"Young",29,NA
5,5,31,"Double","Congruent","up","right",427.803480070426,0,"Young",29,427.803480070426
5,5,32,"Spatial","Congruent","up","right",352.17510301892,1,"Young",29,NA
5,5,33,"None","Incongruent","up","right",555.718133103566,1,"Young",29,NA
5,5,34,"Center","Incongruent","up","right",446.172364313756,0,"Young",29,446.172364313756
5,5,35,"Double","Incongruent","up","right",491.646252697519,0,"Young",29,491.646252697519
5,5,36,"Spatial","Incongruent","up","right",402.100913066543,0,"Young",29,402.100913066543
5,5,37,"None","Neutral","down","right",395.92452425987,0,"Young",29,395.92452425987
5,5,38,"Center","Neutral","down","right",318.994945428743,0,"Young",29,318.994945428743
5,5,39,"Double","Neutral","down","right",339.554350418782,0,"Young",29,339.554350418782
5,5,40,"Spatial","Neutral","down","right",302.566020107928,0,"Young",29,302.566020107928
5,5,41,"None","Congruent","down","right",458.803876307333,0,"Young",29,458.803876307333
5,5,42,"Center","Congruent","down","right",377.395026803452,0,"Young",29,377.395026803452
5,5,43,"Double","Congruent","down","right",343.483141320226,0,"Young",29,343.483141320226
5,5,44,"Spatial","Congruent","down","right",295.083196724463,0,"Young",29,295.083196724463
5,5,45,"None","Incongruent","down","right",575.634293775864,0,"Young",29,575.634293775864
5,5,46,"Center","Incongruent","down","right",438.16253536227,0,"Young",29,438.16253536227
5,5,47,"Double","Incongruent","down","right",382.55982892018,1,"Young",29,NA
5,5,48,"Spatial","Incongruent","down","right",388.499533180724,0,"Young",29,388.499533180724
5,6,1,"None","Neutral","up","left",434.664971823385,0,"Young",29,434.664971823385
5,6,2,"Center","Neutral","up","left",421.652054435524,0,"Young",29,421.652054435524
5,6,3,"Double","Neutral","up","left",370.753376094056,0,"Young",29,370.753376094056
5,6,4,"Spatial","Neutral","up","left",345.592651950613,1,"Young",29,NA
5,6,5,"None","Congruent","up","left",378.028202857551,0,"Young",29,378.028202857551
5,6,6,"Center","Congruent","up","left",419.821140676046,0,"Young",29,419.821140676046
5,6,7,"Double","Congruent","up","left",379.995168807898,0,"Young",29,379.995168807898
5,6,8,"Spatial","Congruent","up","left",376.847987659541,1,"Young",29,NA
5,6,9,"None","Incongruent","up","left",577.344066720814,1,"Young",29,NA
5,6,10,"Center","Incongruent","up","left",458.946048593169,0,"Young",29,458.946048593169
5,6,11,"Double","Incongruent","up","left",430.872670417838,0,"Young",29,430.872670417838
5,6,12,"Spatial","Incongruent","up","left",371.635061071246,0,"Young",29,371.635061071246
5,6,13,"None","Neutral","down","left",401.179787987844,0,"Young",29,401.179787987844
5,6,14,"Center","Neutral","down","left",334.257207999962,0,"Young",29,334.257207999962
5,6,15,"Double","Neutral","down","left",393.495548064369,0,"Young",29,393.495548064369
5,6,16,"Spatial","Neutral","down","left",266.615781834915,0,"Young",29,266.615781834915
5,6,17,"None","Congruent","down","left",342.731901079596,0,"Young",29,342.731901079596
5,6,18,"Center","Congruent","down","left",346.630909803927,0,"Young",29,346.630909803927
5,6,19,"Double","Congruent","down","left",429.213950324103,0,"Young",29,429.213950324103
5,6,20,"Spatial","Congruent","down","left",346.141582071608,0,"Young",29,346.141582071608
5,6,21,"None","Incongruent","down","left",475.287530262345,0,"Young",29,475.287530262345
5,6,22,"Center","Incongruent","down","left",483.479409195725,0,"Young",29,483.479409195725
5,6,23,"Double","Incongruent","down","left",427.426057333254,0,"Young",29,427.426057333254
5,6,24,"Spatial","Incongruent","down","left",404.250979955946,0,"Young",29,404.250979955946
5,6,25,"None","Neutral","up","right",433.649347090066,0,"Young",29,433.649347090066
5,6,26,"Center","Neutral","up","right",434.438730627649,0,"Young",29,434.438730627649
5,6,27,"Double","Neutral","up","right",439.628436923287,0,"Young",29,439.628436923287
5,6,28,"Spatial","Neutral","up","right",404.125564704953,0,"Young",29,404.125564704953
5,6,29,"None","Congruent","up","right",478.952805914733,1,"Young",29,NA
5,6,30,"Center","Congruent","up","right",396.473489171455,0,"Young",29,396.473489171455
5,6,31,"Double","Congruent","up","right",468.981785886675,0,"Young",29,468.981785886675
5,6,32,"Spatial","Congruent","up","right",442.144951552568,0,"Young",29,442.144951552568
5,6,33,"None","Incongruent","up","right",566.428818631007,0,"Young",29,566.428818631007
5,6,34,"Center","Incongruent","up","right",439.016567813171,0,"Young",29,439.016567813171
5,6,35,"Double","Incongruent","up","right",392.997628422435,0,"Young",29,392.997628422435
5,6,36,"Spatial","Incongruent","up","right",419.647489135456,0,"Young",29,419.647489135456
5,6,37,"None","Neutral","down","right",402.238187406038,0,"Young",29,402.238187406038
5,6,38,"Center","Neutral","down","right",393.749544492568,0,"Young",29,393.749544492568
5,6,39,"Double","Neutral","down","right",347.474329745703,1,"Young",29,NA
5,6,40,"Spatial","Neutral","down","right",386.062994654674,0,"Young",29,386.062994654674
5,6,41,"None","Congruent","down","right",539.472799618622,1,"Young",29,NA
5,6,42,"Center","Congruent","down","right",428.199739504124,0,"Young",29,428.199739504124
5,6,43,"Double","Congruent","down","right",412.090923813633,1,"Young",29,NA
5,6,44,"Spatial","Congruent","down","right",341.867828247973,0,"Young",29,341.867828247973
5,6,45,"None","Incongruent","down","right",609.041684311736,1,"Young",29,NA
5,6,46,"Center","Incongruent","down","right",446.020739824627,0,"Young",29,446.020739824627
5,6,47,"Double","Incongruent","down","right",513.814751441181,0,"Young",29,513.814751441181
5,6,48,"Spatial","Incongruent","down","right",488.765833839536,0,"Young",29,488.765833839536
6,1,1,"None","Neutral","up","left",438.018848920397,0,"Young",19,438.018848920397
6,1,2,"Center","Neutral","up","left",217.338996354853,0,"Young",19,217.338996354853
6,1,3,"Double","Neutral","up","left",358.503475634315,0,"Young",19,358.503475634315
6,1,4,"Spatial","Neutral","up","left",362.85449128313,0,"Young",19,362.85449128313
6,1,5,"None","Congruent","up","left",364.794812128281,0,"Young",19,364.794812128281
6,1,6,"Center","Congruent","up","left",315.441328057739,0,"Young",19,315.441328057739
6,1,7,"Double","Congruent","up","left",420.318986583436,0,"Young",19,420.318986583436
6,1,8,"Spatial","Congruent","up","left",200.201925239439,0,"Young",19,200.201925239439
6,1,9,"None","Incongruent","up","left",511.678028566015,0,"Young",19,511.678028566015
6,1,10,"Center","Incongruent","up","left",436.548203067542,0,"Young",19,436.548203067542
6,1,11,"Double","Incongruent","up","left",412.072747249143,0,"Young",19,412.072747249143
6,1,12,"Spatial","Incongruent","up","left",413.167289653529,0,"Young",19,413.167289653529
6,1,13,"None","Neutral","down","left",432.72384195325,0,"Young",19,432.72384195325
6,1,14,"Center","Neutral","down","left",392.350466171832,0,"Young",19,392.350466171832
6,1,15,"Double","Neutral","down","left",381.201777395288,0,"Young",19,381.201777395288
6,1,16,"Spatial","Neutral","down","left",313.23716501962,0,"Young",19,313.23716501962
6,1,17,"None","Congruent","down","left",442.924129569298,0,"Young",19,442.924129569298
6,1,18,"Center","Congruent","down","left",449.385443397878,1,"Young",19,NA
6,1,19,"Double","Congruent","down","left",408.358522314984,0,"Young",19,408.358522314984
6,1,20,"Spatial","Congruent","down","left",414.852472604034,0,"Young",19,414.852472604034
6,1,21,"None","Incongruent","down","left",486.255979827815,0,"Young",19,486.255979827815
6,1,22,"Center","Incongruent","down","left",479.153792168537,0,"Young",19,479.153792168537
6,1,23,"Double","Incongruent","down","left",470.167926314091,0,"Young",19,470.167926314091
6,1,24,"Spatial","Incongruent","down","left",372.837615901237,0,"Young",19,372.837615901237
6,1,25,"None","Neutral","up","right",389.156120727307,0,"Young",19,389.156120727307
6,1,26,"Center","Neutral","up","right",473.514184053098,0,"Young",19,473.514184053098
6,1,27,"Double","Neutral","up","right",333.637347797687,0,"Young",19,333.637347797687
6,1,28,"Spatial","Neutral","up","right",387.535634679214,0,"Young",19,387.535634679214
6,1,29,"None","Congruent","up","right",416.691382446965,1,"Young",19,NA
6,1,30,"Center","Congruent","up","right",325.04589091517,0,"Young",19,325.04589091517
6,1,31,"Double","Congruent","up","right",298.28912284632,0,"Young",19,298.28912284632
6,1,32,"Spatial","Congruent","up","right",279.684507018304,0,"Young",19,279.684507018304
6,1,33,"None","Incongruent","up","right",402.498736357034,0,"Young",19,402.498736357034
6,1,34,"Center","Incongruent","up","right",405.797998518409,0,"Young",19,405.797998518409
6,1,35,"Double","Incongruent","up","right",493.67029926008,0,"Young",19,493.67029926008
6,1,36,"Spatial","Incongruent","up","right",380.951434208226,0,"Young",19,380.951434208226
6,1,37,"None","Neutral","down","right",516.838369075602,0,"Young",19,516.838369075602
6,1,38,"Center","Neutral","down","right",371.366234092339,0,"Young",19,371.366234092339
6,1,39,"Double","Neutral","down","right",328.100373412547,0,"Young",19,328.100373412547
6,1,40,"Spatial","Neutral","down","right",325.770317010347,0,"Young",19,325.770317010347
6,1,41,"None","Congruent","down","right",400.549094916652,0,"Young",19,400.549094916652
6,1,42,"Center","Congruent","down","right",357.803428698554,1,"Young",19,NA
6,1,43,"Double","Congruent","down","right",377.999828673461,0,"Young",19,377.999828673461
6,1,44,"Spatial","Congruent","down","right",344.111647443261,0,"Young",19,344.111647443261
6,1,45,"None","Incongruent","down","right",537.919876184359,0,"Young",19,537.919876184359
6,1,46,"Center","Incongruent","down","right",476.983149545167,0,"Young",19,476.983149545167
6,1,47,"Double","Incongruent","down","right",483.832382326624,0,"Young",19,483.832382326624
6,1,48,"Spatial","Incongruent","down","right",416.608583233722,1,"Young",19,NA
6,2,1,"None","Neutral","up","left",389.656735010463,0,"Young",19,389.656735010463
6,2,2,"Center","Neutral","up","left",402.46750428933,0,"Young",19,402.46750428933
6,2,3,"Double","Neutral","up","left",395.632072841658,0,"Young",19,395.632072841658
6,2,4,"Spatial","Neutral","up","left",319.819297544401,0,"Young",19,319.819297544401
6,2,5,"None","Congruent","up","left",410.595586126129,0,"Young",19,410.595586126129
6,2,6,"Center","Congruent","up","left",434.759387392015,0,"Young",19,434.759387392015
6,2,7,"Double","Congruent","up","left",442.024002152657,0,"Young",19,442.024002152657
6,2,8,"Spatial","Congruent","up","left",345.720277333782,0,"Young",19,345.720277333782
6,2,9,"None","Incongruent","up","left",480.386768985919,0,"Young",19,480.386768985919
6,2,10,"Center","Incongruent","up","left",532.617892159877,0,"Young",19,532.617892159877
6,2,11,"Double","Incongruent","up","left",382.81511956127,0,"Young",19,382.81511956127
6,2,12,"Spatial","Incongruent","up","left",364.403706461022,0,"Young",19,364.403706461022
6,2,13,"None","Neutral","down","left",472.502173594697,0,"Young",19,472.502173594697
6,2,14,"Center","Neutral","down","left",333.734350245037,0,"Young",19,333.734350245037
6,2,15,"Double","Neutral","down","left",419.67906072206,0,"Young",19,419.67906072206
6,2,16,"Spatial","Neutral","down","left",292.949513109406,0,"Young",19,292.949513109406
6,2,17,"None","Congruent","down","left",456.947604705078,0,"Young",19,456.947604705078
6,2,18,"Center","Congruent","down","left",370.901280094733,0,"Young",19,370.901280094733
6,2,19,"Double","Congruent","down","left",419.588379748256,0,"Young",19,419.588379748256
6,2,20,"Spatial","Congruent","down","left",406.460410261746,0,"Young",19,406.460410261746
6,2,21,"None","Incongruent","down","left",494.826693739676,0,"Young",19,494.826693739676
6,2,22,"Center","Incongruent","down","left",480.753230536116,0,"Young",19,480.753230536116
6,2,23,"Double","Incongruent","down","left",355.01138023319,0,"Young",19,355.01138023319
6,2,24,"Spatial","Incongruent","down","left",396.86474291785,0,"Young",19,396.86474291785
6,2,25,"None","Neutral","up","right",369.492906156079,0,"Young",19,369.492906156079
6,2,26,"Center","Neutral","up","right",390.223862627544,0,"Young",19,390.223862627544
6,2,27,"Double","Neutral","up","right",374.300294774404,0,"Young",19,374.300294774404
6,2,28,"Spatial","Neutral","up","right",328.239958009056,0,"Young",19,328.239958009056
6,2,29,"None","Congruent","up","right",420.584067288102,0,"Young",19,420.584067288102
6,2,30,"Center","Congruent","up","right",427.564153442025,0,"Young",19,427.564153442025
6,2,31,"Double","Congruent","up","right",367.299260701325,0,"Young",19,367.299260701325
6,2,32,"Spatial","Congruent","up","right",432.712225237593,0,"Young",19,432.712225237593
6,2,33,"None","Incongruent","up","right",404.791632280526,0,"Young",19,404.791632280526
6,2,34,"Center","Incongruent","up","right",467.964985095023,0,"Young",19,467.964985095023
6,2,35,"Double","Incongruent","up","right",550.726747310485,0,"Young",19,550.726747310485
6,2,36,"Spatial","Incongruent","up","right",353.212550657842,0,"Young",19,353.212550657842
6,2,37,"None","Neutral","down","right",390.187200710783,0,"Young",19,390.187200710783
6,2,38,"Center","Neutral","down","right",360.121527492462,0,"Young",19,360.121527492462
6,2,39,"Double","Neutral","down","right",379.586202077279,1,"Young",19,NA
6,2,40,"Spatial","Neutral","down","right",328.065296293236,0,"Young",19,328.065296293236
6,2,41,"None","Congruent","down","right",406.901881815031,0,"Young",19,406.901881815031
6,2,42,"Center","Congruent","down","right",476.31703036748,0,"Young",19,476.31703036748
6,2,43,"Double","Congruent","down","right",381.102740741131,0,"Young",19,381.102740741131
6,2,44,"Spatial","Congruent","down","right",394.602528825314,0,"Young",19,394.602528825314
6,2,45,"None","Incongruent","down","right",351.387126227629,0,"Young",19,351.387126227629
6,2,46,"Center","Incongruent","down","right",506.424452548264,0,"Young",19,506.424452548264
6,2,47,"Double","Incongruent","down","right",510.600006450682,1,"Young",19,NA
6,2,48,"Spatial","Incongruent","down","right",385.869601346748,0,"Young",19,385.869601346748
6,3,1,"None","Neutral","up","left",418.757050167309,0,"Young",19,418.757050167309
6,3,2,"Center","Neutral","up","left",463.388265543968,1,"Young",19,NA
6,3,3,"Double","Neutral","up","left",377.06092661583,0,"Young",19,377.06092661583
6,3,4,"Spatial","Neutral","up","left",391.908742277569,1,"Young",19,NA
6,3,5,"None","Congruent","up","left",459.382146667112,0,"Young",19,459.382146667112
6,3,6,"Center","Congruent","up","left",372.085021142718,1,"Young",19,NA
6,3,7,"Double","Congruent","up","left",360.395729255421,0,"Young",19,360.395729255421
6,3,8,"Spatial","Congruent","up","left",269.005051833039,0,"Young",19,269.005051833039
6,3,9,"None","Incongruent","up","left",393.084098739576,0,"Young",19,393.084098739576
6,3,10,"Center","Incongruent","up","left",448.87499475487,1,"Young",19,NA
6,3,11,"Double","Incongruent","up","left",458.488547681247,0,"Young",19,458.488547681247
6,3,12,"Spatial","Incongruent","up","left",384.851530048448,0,"Young",19,384.851530048448
6,3,13,"None","Neutral","down","left",461.540369518386,0,"Young",19,461.540369518386
6,3,14,"Center","Neutral","down","left",403.728260420827,0,"Young",19,403.728260420827
6,3,15,"Double","Neutral","down","left",357.967046921178,0,"Young",19,357.967046921178
6,3,16,"Spatial","Neutral","down","left",342.480077976107,0,"Young",19,342.480077976107
6,3,17,"None","Congruent","down","left",494.763159543005,0,"Young",19,494.763159543005
6,3,18,"Center","Congruent","down","left",395.731210247915,0,"Young",19,395.731210247915
6,3,19,"Double","Congruent","down","left",415.078625185117,1,"Young",19,NA
6,3,20,"Spatial","Congruent","down","left",364.302944811623,0,"Young",19,364.302944811623
6,3,21,"None","Incongruent","down","left",586.278052832541,0,"Young",19,586.278052832541
6,3,22,"Center","Incongruent","down","left",455.12164303754,0,"Young",19,455.12164303754
6,3,23,"Double","Incongruent","down","left",395.508146253033,0,"Young",19,395.508146253033
6,3,24,"Spatial","Incongruent","down","left",386.977939550056,0,"Young",19,386.977939550056
6,3,25,"None","Neutral","up","right",441.883074598579,0,"Young",19,441.883074598579
6,3,26,"Center","Neutral","up","right",366.530136791455,0,"Young",19,366.530136791455
6,3,27,"Double","Neutral","up","right",366.522296517168,0,"Young",19,366.522296517168
6,3,28,"Spatial","Neutral","up","right",373.24344866333,0,"Young",19,373.24344866333
6,3,29,"None","Congruent","up","right",391.222454239733,0,"Young",19,391.222454239733
6,3,30,"Center","Congruent","up","right",284.036943448538,0,"Young",19,284.036943448538
6,3,31,"Double","Congruent","up","right",475.966626981669,0,"Young",19,475.966626981669
6,3,32,"Spatial","Congruent","up","right",361.760525743451,0,"Young",19,361.760525743451
6,3,33,"None","Incongruent","up","right",552.508441607742,0,"Young",19,552.508441607742
6,3,34,"Center","Incongruent","up","right",434.39425796748,0,"Young",19,434.39425796748
6,3,35,"Double","Incongruent","up","right",449.680880865227,0,"Young",19,449.680880865227
