"error","rt","trial","flank","cue","direction","location","subnum","block"
0,516.453640618341,1,"Neutral","None","left","up","13",4
0,339.250386116345,2,"Neutral","Center","left","up","13",4
0,290.48835079486,3,"Neutral","Double","left","up","13",4
1,414.54722314187,4,"Neutral","Spatial","left","up","13",4
0,465.18165374774,5,"Congruent","None","left","up","13",4
0,331.865320997127,6,"Congruent","Center","left","up","13",4
0,315.123150395287,7,"Congruent","Double","left","up","13",4
0,339.956128860937,8,"Congruent","Spatial","left","up","13",4
1,535.050410175839,9,"Incongruent","None","left","up","13",4
0,467.632938817198,10,"Incongruent","Center","left","up","13",4
0,474.686164485647,11,"Incongruent","Double","left","up","13",4
0,417.233185476633,12,"Incongruent","Spatial","left","up","13",4
1,456.622305910207,13,"Neutral","None","left","down","13",4
0,321.19820742038,14,"Neutral","Center","left","down","13",4
0,499.182703391773,15,"Neutral","Double","left","down","13",4
0,273.416546864318,16,"Neutral","Spatial","left","down","13",4
0,361.961583524979,17,"Congruent","None","left","down","13",4
0,368.245377183374,18,"Congruent","Center","left","down","13",4
0,370.522250880357,19,"Congruent","Double","left","down","13",4
0,350.041436886492,20,"Congruent","Spatial","left","down","13",4
0,486.731732906328,21,"Incongruent","None","left","down","13",4
0,474.499310845439,22,"Incongruent","Center","left","down","13",4
0,464.310858898261,23,"Incongruent","Double","left","down","13",4
0,447.797412762077,24,"Incongruent","Spatial","left","down","13",4
1,422.23868139642,25,"Neutral","None","right","up","13",4
0,367.349665053789,26,"Neutral","Center","right","up","13",4
0,292.434822810831,27,"Neutral","Double","right","up","13",4
0,252.02366602688,28,"Neutral","Spatial","right","up","13",4
0,410.360700129797,29,"Congruent","None","right","up","13",4
0,333.1742631043,30,"Congruent","Center","right","up","13",4
0,286.737980380116,31,"Congruent","Double","right","up","13",4
0,252.034427557501,32,"Congruent","Spatial","right","up","13",4
0,536.124109725866,33,"Incongruent","None","right","up","13",4
0,485.295149259952,34,"Incongruent","Center","right","up","13",4
0,494.506850142087,35,"Incongruent","Double","right","up","13",4
0,327.801828090123,36,"Incongruent","Spatial","right","up","13",4
0,397.259268944873,37,"Neutral","None","right","down","13",4
0,375.54286258727,38,"Neutral","Center","right","down","13",4
0,340.529426660025,39,"Neutral","Double","right","down","13",4
0,347.11991922521,40,"Neutral","Spatial","right","down","13",4
0,403.165543932934,41,"Congruent","None","right","down","13",4
1,450.979449939026,42,"Congruent","Center","right","down","13",4
0,401.28687837026,43,"Congruent","Double","right","down","13",4
0,321.99987758198,44,"Congruent","Spatial","right","down","13",4
0,521.277743245074,45,"Incongruent","None","right","down","13",4
0,459.435508482421,46,"Incongruent","Center","right","down","13",4
0,528.546239339722,47,"Incongruent","Double","right","down","13",4
0,462.341108696964,48,"Incongruent","Spatial","right","down","13",4
0,411.971284181053,1,"Neutral","None","left","up","13",5
0,367.693972238468,2,"Neutral","Center","left","up","13",5
0,506.64219972548,3,"Neutral","Double","left","up","13",5
0,344.143660705379,4,"Neutral","Spatial","left","up","13",5
0,380.312670867489,5,"Congruent","None","left","up","13",5
0,397.180459511718,6,"Congruent","Center","left","up","13",5
0,377.496129367889,7,"Congruent","Double","left","up","13",5
0,214.634219091333,8,"Congruent","Spatial","left","up","13",5
0,516.422898823238,9,"Incongruent","None","left","up","13",5
0,535.820806113839,10,"Incongruent","Center","left","up","13",5
1,455.165402179875,11,"Incongruent","Double","left","up","13",5
0,472.848334860901,12,"Incongruent","Spatial","left","up","13",5
0,436.326013124811,13,"Neutral","None","left","down","13",5
1,434.003088349398,14,"Neutral","Center","left","down","13",5
0,373.339344206441,15,"Neutral","Double","left","down","13",5
0,344.775059752572,16,"Neutral","Spatial","left","down","13",5
0,404.48513638487,17,"Congruent","None","left","down","13",5
0,425.430679196881,18,"Congruent","Center","left","down","13",5
0,355.624193771958,19,"Congruent","Double","left","down","13",5
0,443.052720027588,20,"Congruent","Spatial","left","down","13",5
0,478.367767413367,21,"Incongruent","None","left","down","13",5
1,448.517362700523,22,"Incongruent","Center","left","down","13",5
0,435.955127241715,23,"Incongruent","Double","left","down","13",5
0,415.615208848594,24,"Incongruent","Spatial","left","down","13",5
0,473.529979795827,25,"Neutral","None","right","up","13",5
0,450.990138048046,26,"Neutral","Center","right","up","13",5
0,409.636930959606,27,"Neutral","Double","right","up","13",5
1,226.919336176833,28,"Neutral","Spatial","right","up","13",5
1,465.668962341972,29,"Congruent","None","right","up","13",5
0,456.803993162083,30,"Congruent","Center","right","up","13",5
1,390.928536046714,31,"Congruent","Double","right","up","13",5
0,179.597156194738,32,"Congruent","Spatial","right","up","13",5
0,521.834085850543,33,"Incongruent","None","right","up","13",5
0,449.337446163939,34,"Incongruent","Center","right","up","13",5
0,473.251982492856,35,"Incongruent","Double","right","up","13",5
0,364.693093950347,36,"Incongruent","Spatial","right","up","13",5
0,404.298932442305,37,"Neutral","None","right","down","13",5
0,387.351555935407,38,"Neutral","Center","right","down","13",5
0,307.80619482947,39,"Neutral","Double","right","down","13",5
0,348.173078444055,40,"Neutral","Spatial","right","down","13",5
0,402.85453883388,41,"Congruent","None","right","down","13",5
0,401.15084271621,42,"Congruent","Center","right","down","13",5
0,313.419369302884,43,"Congruent","Double","right","down","13",5
0,395.333773424858,44,"Congruent","Spatial","right","down","13",5
0,502.654961863346,45,"Incongruent","None","right","down","13",5
0,319.894497212814,46,"Incongruent","Center","right","down","13",5
0,427.304781513331,47,"Incongruent","Double","right","down","13",5
0,399.742249615493,48,"Incongruent","Spatial","right","down","13",5
0,447.622970178589,1,"Neutral","None","left","up","13",6
1,409.47941387069,2,"Neutral","Center","left","up","13",6
0,453.700355098648,3,"Neutral","Double","left","up","13",6
0,308.612733339502,4,"Neutral","Spatial","left","up","13",6
0,473.4082488476,5,"Congruent","None","left","up","13",6
0,305.78149487752,6,"Congruent","Center","left","up","13",6
0,354.955035643775,7,"Congruent","Double","left","up","13",6
0,308.032615818574,8,"Congruent","Spatial","left","up","13",6
0,510.819552362817,9,"Incongruent","None","left","up","13",6
0,416.94311851656,10,"Incongruent","Center","left","up","13",6
0,574.398434414161,11,"Incongruent","Double","left","up","13",6
0,459.115238406027,12,"Incongruent","Spatial","left","up","13",6
0,414.658985602717,13,"Neutral","None","left","down","13",6
0,314.341823887223,14,"Neutral","Center","left","down","13",6
0,329.639441773915,15,"Neutral","Double","left","down","13",6
0,335.365652479162,16,"Neutral","Spatial","left","down","13",6
0,304.833612628259,17,"Congruent","None","left","down","13",6
0,350.86037442048,18,"Congruent","Center","left","down","13",6
0,431.041349339239,19,"Congruent","Double","left","down","13",6
0,398.255860905805,20,"Congruent","Spatial","left","down","13",6
0,488.870760026703,21,"Incongruent","None","left","down","13",6
1,493.590474309386,22,"Incongruent","Center","left","down","13",6
0,429.486900087211,23,"Incongruent","Double","left","down","13",6
0,372.943946998132,24,"Incongruent","Spatial","left","down","13",6
0,408.660678788142,25,"Neutral","None","right","up","13",6
0,417.534126867018,26,"Neutral","Center","right","up","13",6
0,407.46643288164,27,"Neutral","Double","right","up","13",6
0,317.585221877061,28,"Neutral","Spatial","right","up","13",6
0,482.970769149717,29,"Congruent","None","right","up","13",6
0,245.234766975103,30,"Congruent","Center","right","up","13",6
0,358.642040432392,31,"Congruent","Double","right","up","13",6
1,405.983450936964,32,"Congruent","Spatial","right","up","13",6
0,577.925569259071,33,"Incongruent","None","right","up","13",6
0,523.031872211763,34,"Incongruent","Center","right","up","13",6
0,482.106843102406,35,"Incongruent","Double","right","up","13",6
0,420.118163707357,36,"Incongruent","Spatial","right","up","13",6
0,404.987399233106,37,"Neutral","None","right","down","13",6
0,322.46540733173,38,"Neutral","Center","right","down","13",6
0,344.572415464816,39,"Neutral","Double","right","down","13",6
1,332.646255442339,40,"Neutral","Spatial","right","down","13",6
0,358.208570393317,41,"Congruent","None","right","down","13",6
0,367.841381803035,42,"Congruent","Center","right","down","13",6
0,476.33475118461,43,"Congruent","Double","right","down","13",6
1,289.100127576962,44,"Congruent","Spatial","right","down","13",6
1,434.507190544335,45,"Incongruent","None","right","down","13",6
0,449.177456635769,46,"Incongruent","Center","right","down","13",6
0,526.22093472233,47,"Incongruent","Double","right","down","13",6
1,368.362533280488,48,"Incongruent","Spatial","right","down","13",6
0,502.103861194524,1,"Neutral","None","left","up","14",1
0,316.539048123992,2,"Neutral","Center","left","up","14",1
0,359.28455048549,3,"Neutral","Double","left","up","14",1
0,309.290110886875,4,"Neutral","Spatial","left","up","14",1
1,401.78117374322,5,"Congruent","None","left","up","14",1
0,351.755146950289,6,"Congruent","Center","left","up","14",1
0,221.437848223144,7,"Congruent","Double","left","up","14",1
0,274.276695338817,8,"Congruent","Spatial","left","up","14",1
0,533.852806788604,9,"Incongruent","None","left","up","14",1
1,559.955854777511,10,"Incongruent","Center","left","up","14",1
0,426.05060316759,11,"Incongruent","Double","left","up","14",1
0,388.467140359609,12,"Incongruent","Spatial","left","up","14",1
0,348.895057118394,13,"Neutral","None","left","down","14",1
0,347.640218532955,14,"Neutral","Center","left","down","14",1
0,393.050283563479,15,"Neutral","Double","left","down","14",1
1,300.632502678345,16,"Neutral","Spatial","left","down","14",1
0,443.220722122283,17,"Congruent","None","left","down","14",1
0,374.28108723864,18,"Congruent","Center","left","down","14",1
0,293.459822713023,19,"Congruent","Double","left","down","14",1
0,290.632985815121,20,"Congruent","Spatial","left","down","14",1
0,410.910219588718,21,"Incongruent","None","left","down","14",1
0,424.247499750257,22,"Incongruent","Center","left","down","14",1
0,554.324524020764,23,"Incongruent","Double","left","down","14",1
0,371.20169187259,24,"Incongruent","Spatial","left","down","14",1
0,397.19537858195,25,"Neutral","None","right","up","14",1
1,331.747550667812,26,"Neutral","Center","right","up","14",1
0,412.343166014469,27,"Neutral","Double","right","up","14",1
0,373.895276812597,28,"Neutral","Spatial","right","up","14",1
0,494.826812932116,29,"Congruent","None","right","up","14",1
0,429.968209517883,30,"Congruent","Center","right","up","14",1
0,351.576455067362,31,"Congruent","Double","right","up","14",1
0,368.5742814506,32,"Congruent","Spatial","right","up","14",1
0,521.168454860014,33,"Incongruent","None","right","up","14",1
1,558.597159837244,34,"Incongruent","Center","right","up","14",1
0,487.012831180805,35,"Incongruent","Double","right","up","14",1
0,425.821136454129,36,"Incongruent","Spatial","right","up","14",1
0,402.791479984532,37,"Neutral","None","right","down","14",1
0,386.132582354327,38,"Neutral","Center","right","down","14",1
0,422.733782031164,39,"Neutral","Double","right","down","14",1
0,414.614578474877,40,"Neutral","Spatial","right","down","14",1
0,469.129349431559,41,"Congruent","None","right","down","14",1
0,406.576744317496,42,"Congruent","Center","right","down","14",1
0,403.361637431002,43,"Congruent","Double","right","down","14",1
0,347.839106587692,44,"Congruent","Spatial","right","down","14",1
0,479.862988719625,45,"Incongruent","None","right","down","14",1
0,483.77429025556,46,"Incongruent","Center","right","down","14",1
0,414.868485255812,47,"Incongruent","Double","right","down","14",1
0,391.380769861983,48,"Incongruent","Spatial","right","down","14",1
1,462.619557768526,1,"Neutral","None","left","up","14",2
0,410.850507852204,2,"Neutral","Center","left","up","14",2
0,352.643024849663,3,"Neutral","Double","left","up","14",2
0,347.92404999799,4,"Neutral","Spatial","left","up","14",2
1,404.300053118235,5,"Congruent","None","left","up","14",2
0,323.861831781241,6,"Congruent","Center","left","up","14",2
0,352.643048888737,7,"Congruent","Double","left","up","14",2
1,234.407315088132,8,"Congruent","Spatial","left","up","14",2
0,463.595068372063,9,"Incongruent","None","left","up","14",2
0,467.664982192332,10,"Incongruent","Center","left","up","14",2
0,444.319216096992,11,"Incongruent","Double","left","up","14",2
0,415.197392427077,12,"Incongruent","Spatial","left","up","14",2
0,389.97107239666,13,"Neutral","None","left","down","14",2
0,446.185195209522,14,"Neutral","Center","left","down","14",2
0,376.558203938303,15,"Neutral","Double","left","down","14",2
0,298.819316333824,16,"Neutral","Spatial","left","down","14",2
0,386.662413433886,17,"Congruent","None","left","down","14",2
1,317.370921061294,18,"Congruent","Center","left","down","14",2
1,322.490101736805,19,"Congruent","Double","left","down","14",2
0,381.326240040493,20,"Congruent","Spatial","left","down","14",2
1,457.816487203785,21,"Incongruent","None","left","down","14",2
0,371.665952826064,22,"Incongruent","Center","left","down","14",2
1,513.700749653615,23,"Incongruent","Double","left","down","14",2
0,439.934066402509,24,"Incongruent","Spatial","left","down","14",2
0,489.861233803299,25,"Neutral","None","right","up","14",2
0,361.591306528996,26,"Neutral","Center","right","up","14",2
0,410.115989949536,27,"Neutral","Double","right","up","14",2
0,343.767352918166,28,"Neutral","Spatial","right","up","14",2
0,316.867470900314,29,"Congruent","None","right","up","14",2
0,432.735261967788,30,"Congruent","Center","right","up","14",2
1,330.13373442355,31,"Congruent","Double","right","up","14",2
1,459.942743571834,32,"Congruent","Spatial","right","up","14",2
0,563.159983475741,33,"Incongruent","None","right","up","14",2
1,544.529250771939,34,"Incongruent","Center","right","up","14",2
0,574.42427888677,35,"Incongruent","Double","right","up","14",2
0,420.460345313097,36,"Incongruent","Spatial","right","up","14",2
0,407.76517167142,37,"Neutral","None","right","down","14",2
0,297.076124319146,38,"Neutral","Center","right","down","14",2
0,404.116509846957,39,"Neutral","Double","right","down","14",2
0,304.439621289696,40,"Neutral","Spatial","right","down","14",2
1,498.449938657118,41,"Congruent","None","right","down","14",2
1,383.060046965652,42,"Congruent","Center","right","down","14",2
0,362.358257128667,43,"Congruent","Double","right","down","14",2
1,390.432167741035,44,"Congruent","Spatial","right","down","14",2
0,467.238558202858,45,"Incongruent","None","right","down","14",2
0,611.706568312637,46,"Incongruent","Center","right","down","14",2
0,459.733354924448,47,"Incongruent","Double","right","down","14",2
0,414.924660075623,48,"Incongruent","Spatial","right","down","14",2
0,395.539560295398,1,"Neutral","None","left","up","14",3
0,395.714032995071,2,"Neutral","Center","left","up","14",3
0,421.008726585805,3,"Neutral","Double","left","up","14",3
0,264.392652231561,4,"Neutral","Spatial","left","up","14",3
0,429.264882478926,5,"Congruent","None","left","up","14",3
0,410.282582920733,6,"Congruent","Center","left","up","14",3
1,324.155957727615,7,"Congruent","Double","left","up","14",3
0,395.781977792838,8,"Congruent","Spatial","left","up","14",3
0,486.99181214107,9,"Incongruent","None","left","up","14",3
0,531.823794804262,10,"Incongruent","Center","left","up","14",3
0,499.55396274167,11,"Incongruent","Double","left","up","14",3
0,343.706397505805,12,"Incongruent","Spatial","left","up","14",3
1,485.477866456419,13,"Neutral","None","left","down","14",3
0,362.044542745566,14,"Neutral","Center","left","down","14",3
0,461.169825502926,15,"Neutral","Double","left","down","14",3
0,299.786632958793,16,"Neutral","Spatial","left","down","14",3
0,501.365275893685,17,"Congruent","None","left","down","14",3
0,325.660536218478,18,"Congruent","Center","left","down","14",3
0,403.606057562333,19,"Congruent","Double","left","down","14",3
0,411.239669208835,20,"Congruent","Spatial","left","down","14",3
0,479.696432422652,21,"Incongruent","None","left","down","14",3
1,482.457359376792,22,"Incongruent","Center","left","down","14",3
0,423.436741620346,23,"Incongruent","Double","left","down","14",3
0,461.52901113179,24,"Incongruent","Spatial","left","down","14",3
0,469.82758840018,25,"Neutral","None","right","up","14",3
0,346.639233217234,26,"Neutral","Center","right","up","14",3
0,386.674882535807,27,"Neutral","Double","right","up","14",3
0,433.109752215898,28,"Neutral","Spatial","right","up","14",3
0,427.192344405334,29,"Congruent","None","right","up","14",3
0,331.138400283101,30,"Congruent","Center","right","up","14",3
0,422.474241575664,31,"Congruent","Double","right","up","14",3
1,349.660862060519,32,"Congruent","Spatial","right","up","14",3
0,449.134968085468,33,"Incongruent","None","right","up","14",3
0,480.713950204231,34,"Incongruent","Center","right","up","14",3
0,398.994667712385,35,"Incongruent","Double","right","up","14",3
0,376.332535092749,36,"Incongruent","Spatial","right","up","14",3
0,392.531799930449,37,"Neutral","None","right","down","14",3
0,378.285987675769,38,"Neutral","Center","right","down","14",3
1,226.385161255556,39,"Neutral","Double","right","down","14",3
1,374.731516365924,40,"Neutral","Spatial","right","down","14",3
0,466.51058444014,41,"Congruent","None","right","down","14",3
1,323.301660541373,42,"Congruent","Center","right","down","14",3
0,372.175895177979,43,"Congruent","Double","right","down","14",3
0,327.082214900632,44,"Congruent","Spatial","right","down","14",3
1,437.561808614124,45,"Incongruent","None","right","down","14",3
0,474.844470955788,46,"Incongruent","Center","right","down","14",3
0,558.459794219334,47,"Incongruent","Double","right","down","14",3
0,346.099799393573,48,"Incongruent","Spatial","right","down","14",3
0,467.289967217111,1,"Neutral","None","left","up","14",4
1,404.504358639786,2,"Neutral","Center","left","up","14",4
0,275.164630662055,3,"Neutral","Double","left","up","14",4
0,269.558234149804,4,"Neutral","Spatial","left","up","14",4
0,475.892256726196,5,"Congruent","None","left","up","14",4
1,342.525962228294,6,"Congruent","Center","left","up","14",4
0,313.078031573808,7,"Congruent","Double","left","up","14",4
0,420.722420222185,8,"Congruent","Spatial","left","up","14",4
0,480.531284854534,9,"Incongruent","None","left","up","14",4
0,493.170987323142,10,"Incongruent","Center","left","up","14",4
0,464.873917600968,11,"Incongruent","Double","left","up","14",4
0,462.884445652239,12,"Incongruent","Spatial","left","up","14",4
0,443.094866750955,13,"Neutral","None","left","down","14",4
0,385.384953141819,14,"Neutral","Center","left","down","14",4
1,416.546080051289,15,"Neutral","Double","left","down","14",4
1,383.063723720348,16,"Neutral","Spatial","left","down","14",4
0,446.515462584394,17,"Congruent","None","left","down","14",4
0,434.498121708257,18,"Congruent","Center","left","down","14",4
1,404.939426356504,19,"Congruent","Double","left","down","14",4
0,364.852130850038,20,"Congruent","Spatial","left","down","14",4
0,477.096509936081,21,"Incongruent","None","left","down","14",4
0,525.873264619622,22,"Incongruent","Center","left","down","14",4
0,454.483084432611,23,"Incongruent","Double","left","down","14",4
0,368.694857998344,24,"Incongruent","Spatial","left","down","14",4
0,432.291671866589,25,"Neutral","None","right","up","14",4
0,381.24811404828,26,"Neutral","Center","right","up","14",4
0,330.248063969726,27,"Neutral","Double","right","up","14",4
0,307.55041306576,28,"Neutral","Spatial","right","up","14",4
0,402.264338090202,29,"Congruent","None","right","up","14",4
0,327.422657446608,30,"Congruent","Center","right","up","14",4
0,369.833479348901,31,"Congruent","Double","right","up","14",4
1,268.277864958355,32,"Congruent","Spatial","right","up","14",4
0,430.969074011317,33,"Incongruent","None","right","up","14",4
0,405.030373550074,34,"Incongruent","Center","right","up","14",4
0,476.100943003325,35,"Incongruent","Double","right","up","14",4
0,414.998186090779,36,"Incongruent","Spatial","right","up","14",4
1,424.243968513877,37,"Neutral","None","right","down","14",4
0,359.923059620603,38,"Neutral","Center","right","down","14",4
0,492.231170386929,39,"Neutral","Double","right","down","14",4
1,291.139157920264,40,"Neutral","Spatial","right","down","14",4
0,474.861588534196,41,"Congruent","None","right","down","14",4
0,375.412885359892,42,"Congruent","Center","right","down","14",4
0,359.174431357813,43,"Congruent","Double","right","down","14",4
1,269.855263041614,44,"Congruent","Spatial","right","down","14",4
0,492.270303882058,45,"Incongruent","None","right","down","14",4
0,512.089564511368,46,"Incongruent","Center","right","down","14",4
0,404.694052383525,47,"Incongruent","Double","right","down","14",4
0,365.561824496055,48,"Incongruent","Spatial","right","down","14",4
0,435.982371714443,1,"Neutral","None","left","up","14",5
0,426.271806427057,2,"Neutral","Center","left","up","14",5
0,340.983653874501,3,"Neutral","Double","left","up","14",5
0,333.529244489542,4,"Neutral","Spatial","left","up","14",5
0,436.270760972559,5,"Congruent","None","left","up","14",5
0,369.447936504345,6,"Congruent","Center","left","up","14",5
0,418.568838792215,7,"Congruent","Double","left","up","14",5
0,417.934023074666,8,"Congruent","Spatial","left","up","14",5
0,510.909412850699,9,"Incongruent","None","left","up","14",5
0,500.307737071235,10,"Incongruent","Center","left","up","14",5
1,462.089632386971,11,"Incongruent","Double","left","up","14",5
0,454.264204946592,12,"Incongruent","Spatial","left","up","14",5
0,457.926431472216,13,"Neutral","None","left","down","14",5
0,389.089221079761,14,"Neutral","Center","left","down","14",5
0,447.406807723693,15,"Neutral","Double","left","down","14",5
0,358.660145470275,16,"Neutral","Spatial","left","down","14",5
0,410.247455608783,17,"Congruent","None","left","down","14",5
1,356.123529994259,18,"Congruent","Center","left","down","14",5
0,366.850299041199,19,"Congruent","Double","left","down","14",5
0,330.549478769172,20,"Congruent","Spatial","left","down","14",5
0,509.068134889397,21,"Incongruent","None","left","down","14",5
0,521.308437581897,22,"Incongruent","Center","left","down","14",5
1,494.720784408772,23,"Incongruent","Double","left","down","14",5
0,446.929247036996,24,"Incongruent","Spatial","left","down","14",5
0,416.443488931094,25,"Neutral","None","right","up","14",5
1,376.920446345993,26,"Neutral","Center","right","up","14",5
0,417.471768384087,27,"Neutral","Double","right","up","14",5
0,279.588541882907,28,"Neutral","Spatial","right","up","14",5
0,482.885102154946,29,"Congruent","None","right","up","14",5
0,498.717201191259,30,"Congruent","Center","right","up","14",5
0,354.987628780203,31,"Congruent","Double","right","up","14",5
1,389.580793607083,32,"Congruent","Spatial","right","up","14",5
0,548.173890121682,33,"Incongruent","None","right","up","14",5
0,484.984646729661,34,"Incongruent","Center","right","up","14",5
0,442.354891245328,35,"Incongruent","Double","right","up","14",5
0,341.899768585601,36,"Incongruent","Spatial","right","up","14",5
0,452.651012585545,37,"Neutral","None","right","down","14",5
1,380.5403850945,38,"Neutral","Center","right","down","14",5
0,323.825163841336,39,"Neutral","Double","right","down","14",5
0,259.204001450669,40,"Neutral","Spatial","right","down","14",5
1,386.928143971057,41,"Congruent","None","right","down","14",5
0,423.289848192621,42,"Congruent","Center","right","down","14",5
0,324.542139108302,43,"Congruent","Double","right","down","14",5
0,333.212596170446,44,"Congruent","Spatial","right","down","14",5
0,528.716850532066,45,"Incongruent","None","right","down","14",5
0,360.108546570906,46,"Incongruent","Center","right","down","14",5
0,489.089390164268,47,"Incongruent","Double","right","down","14",5
0,412.065831663159,48,"Incongruent","Spatial","right","down","14",5
0,337.468839466893,1,"Neutral","None","left","up","14",6
1,340.276141258968,2,"Neutral","Center","left","up","14",6
0,350.235687005637,3,"Neutral","Double","left","up","14",6
0,305.7059564318,4,"Neutral","Spatial","left","up","14",6
1,402.36220203879,5,"Congruent","None","left","up","14",6
0,374.872799561516,6,"Congruent","Center","left","up","14",6
0,416.243924807774,7,"Congruent","Double","left","up","14",6
0,333.601876745078,8,"Congruent","Spatial","left","up","14",6
0,470.586474816376,9,"Incongruent","None","left","up","14",6
0,513.409424359597,10,"Incongruent","Center","left","up","14",6
0,525.257416155847,11,"Incongruent","Double","left","up","14",6
0,402.889808850851,12,"Incongruent","Spatial","left","up","14",6
0,473.214296223848,13,"Neutral","None","left","down","14",6
0,378.904770319343,14,"Neutral","Center","left","down","14",6
0,361.763456171676,15,"Neutral","Double","left","down","14",6
0,294.334348497852,16,"Neutral","Spatial","left","down","14",6
0,373.26849090786,17,"Congruent","None","left","down","14",6
0,418.227854949275,18,"Congruent","Center","left","down","14",6
0,403.535506906039,19,"Congruent","Double","left","down","14",6
0,272.415303563001,20,"Congruent","Spatial","left","down","14",6
0,398.505726553993,21,"Incongruent","None","left","down","14",6
0,509.523932683134,22,"Incongruent","Center","left","down","14",6
0,404.346501820554,23,"Incongruent","Double","left","down","14",6
0,490.517077548024,24,"Incongruent","Spatial","left","down","14",6
0,522.022127344549,25,"Neutral","None","right","up","14",6
0,448.41489548404,26,"Neutral","Center","right","up","14",6
0,312.221343270522,27,"Neutral","Double","right","up","14",6
0,270.782645590498,28,"Neutral","Spatial","right","up","14",6
0,429.021016037115,29,"Congruent","None","right","up","14",6
0,388.129282738127,30,"Congruent","Center","right","up","14",6
1,368.264582426502,31,"Congruent","Double","right","up","14",6
1,335.76006810251,32,"Congruent","Spatial","right","up","14",6
1,471.351907140824,33,"Incongruent","None","right","up","14",6
0,563.380321814103,34,"Incongruent","Center","right","up","14",6
0,446.164913258454,35,"Incongruent","Double","right","up","14",6
0,425.092817154377,36,"Incongruent","Spatial","right","up","14",6
1,410.508883610266,37,"Neutral","None","right","down","14",6
0,339.702686560399,38,"Neutral","Center","right","down","14",6
1,342.456305361314,39,"Neutral","Double","right","down","14",6
0,248.689865132198,40,"Neutral","Spatial","right","down","14",6
0,425.008430304125,41,"Congruent","None","right","down","14",6
1,386.470173289607,42,"Congruent","Center","right","down","14",6
0,395.773445145256,43,"Congruent","Double","right","down","14",6
0,405.57562787301,44,"Congruent","Spatial","right","down","14",6
0,417.214587449766,45,"Incongruent","None","right","down","14",6
0,452.224055484696,46,"Incongruent","Center","right","down","14",6
1,393.010127165683,47,"Incongruent","Double","right","down","14",6
0,424.446530321112,48,"Incongruent","Spatial","right","down","14",6
0,544.587726626137,1,"Neutral","None","left","up","15",1
0,423.604504976453,2,"Neutral","Center","left","up","15",1
0,356.494267881148,3,"Neutral","Double","left","up","15",1
0,404.926463913092,4,"Neutral","Spatial","left","up","15",1
0,422.240313218696,5,"Congruent","None","left","up","15",1
0,395.901777826615,6,"Congruent","Center","left","up","15",1
0,371.451588524013,7,"Congruent","Double","left","up","15",1
0,349.173366345167,8,"Congruent","Spatial","left","up","15",1
0,538.954464490869,9,"Incongruent","None","left","up","15",1
0,417.165177646649,10,"Incongruent","Center","left","up","15",1
0,574.664322391936,11,"Incongruent","Double","left","up","15",1
0,392.461168104024,12,"Incongruent","Spatial","left","up","15",1
1,450.051925267262,13,"Neutral","None","left","down","15",1
0,486.730926203079,14,"Neutral","Center","left","down","15",1
0,371.386696486404,15,"Neutral","Double","left","down","15",1
0,309.881115236481,16,"Neutral","Spatial","left","down","15",1
0,532.643736649323,17,"Congruent","None","left","down","15",1
0,330.40974637662,18,"Congruent","Center","left","down","15",1
0,381.765630823889,19,"Congruent","Double","left","down","15",1
0,317.119838403386,20,"Congruent","Spatial","left","down","15",1
0,497.578941650057,21,"Incongruent","None","left","down","15",1
1,470.385302004899,22,"Incongruent","Center","left","down","15",1
0,423.957321673299,23,"Incongruent","Double","left","down","15",1
0,337.958661614564,24,"Incongruent","Spatial","left","down","15",1
0,468.083435474383,25,"Neutral","None","right","up","15",1
0,414.874132783939,26,"Neutral","Center","right","up","15",1
0,322.481732830657,27,"Neutral","Double","right","up","15",1
0,265.813631749165,28,"Neutral","Spatial","right","up","15",1
0,428.651168499207,29,"Congruent","None","right","up","15",1
0,427.125745083095,30,"Congruent","Center","right","up","15",1
0,343.550523239753,31,"Congruent","Double","right","up","15",1
0,308.459947050566,32,"Congruent","Spatial","right","up","15",1
0,448.809356002584,33,"Incongruent","None","right","up","15",1
1,519.453105610384,34,"Incongruent","Center","right","up","15",1
0,535.025809351009,35,"Incongruent","Double","right","up","15",1
0,472.628642945072,36,"Incongruent","Spatial","right","up","15",1
0,395.298608990336,37,"Neutral","None","right","down","15",1
0,353.192568277606,38,"Neutral","Center","right","down","15",1
0,379.44882851416,39,"Neutral","Double","right","down","15",1
0,391.47467589594,40,"Neutral","Spatial","right","down","15",1
0,456.057932264372,41,"Congruent","None","right","down","15",1
0,354.075036842772,42,"Congruent","Center","right","down","15",1
0,407.240883824146,43,"Congruent","Double","right","down","15",1
0,356.241458340698,44,"Congruent","Spatial","right","down","15",1
0,526.16838507663,45,"Incongruent","None","right","down","15",1
0,405.229886483074,46,"Incongruent","Center","right","down","15",1
0,472.017128401612,47,"Incongruent","Double","right","down","15",1
0,418.776490024017,48,"Incongruent","Spatial","right","down","15",1
0,382.440578301774,1,"Neutral","None","left","up","15",2
0,403.205661163367,2,"Neutral","Center","left","up","15",2
0,420.5445998832,3,"Neutral","Double","left","up","15",2
0,299.690130763971,4,"Neutral","Spatial","left","up","15",2
0,440.683568891376,5,"Congruent","None","left","up","15",2
0,323.98236147925,6,"Congruent","Center","left","up","15",2
0,391.539388961605,7,"Congruent","Double","left","up","15",2
0,336.110144671416,8,"Congruent","Spatial","left","up","15",2
