"subnum","block","trial","cue","flank","location","direction","rt","error"
"2",4,40,"Spatial","Neutral","down","right",259.056157538821,0
"2",4,41,"None","Congruent","down","right",424.517215025588,0
"2",4,42,"Center","Congruent","down","right",402.044468545849,0
"2",4,43,"Double","Congruent","down","right",442.54969899043,0
"2",4,44,"Spatial","Congruent","down","right",274.069525773322,0
"2",4,45,"None","Incongruent","down","right",518.219229630372,0
"2",4,46,"Center","Incongruent","down","right",461.674991754426,0
"2",4,47,"Double","Incongruent","down","right",504.697763062953,0
"2",4,48,"Spatial","Incongruent","down","right",408.604501393521,0
"2",5,1,"None","Neutral","up","left",412.135057274787,0
"2",5,2,"Center","Neutral","up","left",322.659293194082,0
"2",5,3,"Double","Neutral","up","left",349.128975820319,0
"2",5,4,"Spatial","Neutral","up","left",321.893811371086,0
"2",5,5,"None","Congruent","up","left",547.527716289455,0
"2",5,6,"Center","Congruent","up","left",502.326568784998,0
"2",5,7,"Double","Congruent","up","left",366.664836025786,0
"2",5,8,"Spatial","Congruent","up","left",287.816628046906,1
"2",5,9,"None","Incongruent","up","left",401.353253296266,0
"2",5,10,"Center","Incongruent","up","left",475.733581671901,0
"2",5,11,"Double","Incongruent","up","left",390.471320813257,0
"2",5,12,"Spatial","Incongruent","up","left",524.232966277218,0
"2",5,13,"None","Neutral","down","left",385.719121367102,0
"2",5,14,"Center","Neutral","down","left",385.555321487286,0
"2",5,15,"Double","Neutral","down","left",565.513834035533,1
"2",5,16,"Spatial","Neutral","down","left",284.554500102837,1
"2",5,17,"None","Congruent","down","left",445.378331221073,0
"2",5,18,"Center","Congruent","down","left",324.655276388742,0
"2",5,19,"Double","Congruent","down","left",392.382682441098,0
"2",5,20,"Spatial","Congruent","down","left",296.336773246898,1
"2",5,21,"None","Incongruent","down","left",503.865156136846,0
"2",5,22,"Center","Incongruent","down","left",435.156567892169,0
"2",5,23,"Double","Incongruent","down","left",385.837887978367,0
"2",5,24,"Spatial","Incongruent","down","left",410.564634421195,0
"2",5,25,"None","Neutral","up","right",479.580051802968,0
"2",5,26,"Center","Neutral","up","right",459.698372695187,1
"2",5,27,"Double","Neutral","up","right",306.364436453542,0
"2",5,28,"Spatial","Neutral","up","right",327.519453347884,0
"2",5,29,"None","Congruent","up","right",487.971226342778,0
"2",5,30,"Center","Congruent","up","right",324.28888260782,0
"2",5,31,"Double","Congruent","up","right",248.574965557481,1
"2",5,32,"Spatial","Congruent","up","right",293.204872074334,0
"2",5,33,"None","Incongruent","up","right",451.638027103222,0
"2",5,34,"Center","Incongruent","up","right",452.37442961639,0
"2",5,35,"Double","Incongruent","up","right",424.813160325098,1
"2",5,36,"Spatial","Incongruent","up","right",421.574806412232,0
"2",5,37,"None","Neutral","down","right",408.881379603663,1
"2",5,38,"Center","Neutral","down","right",398.705919734765,0
"2",5,39,"Double","Neutral","down","right",356.699711250149,0
"2",5,40,"Spatial","Neutral","down","right",399.505072326053,0
"2",5,41,"None","Congruent","down","right",393.133623737139,0
"2",5,42,"Center","Congruent","down","right",394.533332271963,0
"2",5,43,"Double","Congruent","down","right",330.757521585777,0
"2",5,44,"Spatial","Congruent","down","right",350.400323943542,0
"2",5,45,"None","Incongruent","down","right",497.613491376074,0
"2",5,46,"Center","Incongruent","down","right",365.77396769307,0
"2",5,47,"Double","Incongruent","down","right",437.788672169052,0
"2",5,48,"Spatial","Incongruent","down","right",469.010683275132,0
"2",6,1,"None","Neutral","up","left",464.069996159975,0
"2",6,2,"Center","Neutral","up","left",387.162381544378,0
"2",6,3,"Double","Neutral","up","left",315.384177814354,0
"2",6,4,"Spatial","Neutral","up","left",398.461432639454,0
"2",6,5,"None","Congruent","up","left",433.960085447269,0
"2",6,6,"Center","Congruent","up","left",357.411312361566,0
"2",6,7,"Double","Congruent","up","left",457.101410640039,0
"2",6,8,"Spatial","Congruent","up","left",301.520383920024,0
"2",6,9,"None","Incongruent","up","left",515.168048037892,0
"2",6,10,"Center","Incongruent","up","left",514.086871059176,0
"2",6,11,"Double","Incongruent","up","left",475.111139758521,0
"2",6,12,"Spatial","Incongruent","up","left",394.648886773158,0
"2",6,13,"None","Neutral","down","left",409.079094828868,0
"2",6,14,"Center","Neutral","down","left",397.756776502304,0
"2",6,15,"Double","Neutral","down","left",400.674055729978,0
"2",6,16,"Spatial","Neutral","down","left",340.930370016437,0
"2",6,17,"None","Congruent","down","left",495.922448612834,0
"2",6,18,"Center","Congruent","down","left",376.708400008092,0
"2",6,19,"Double","Congruent","down","left",339.985196084115,0
"2",6,20,"Spatial","Congruent","down","left",366.866306576067,0
"2",6,21,"None","Incongruent","down","left",389.910883882304,0
"2",6,22,"Center","Incongruent","down","left",469.59868718992,0
"2",6,23,"Double","Incongruent","down","left",469.848047621186,0
"2",6,24,"Spatial","Incongruent","down","left",398.756264228505,0
"2",6,25,"None","Neutral","up","right",374.142841733406,0
"2",6,26,"Center","Neutral","up","right",360.250269834306,0
"2",6,27,"Double","Neutral","up","right",452.491517111815,0
"2",6,28,"Spatial","Neutral","up","right",302.824276010067,0
"2",6,29,"None","Congruent","up","right",313.414394113521,1
"2",6,30,"Center","Congruent","up","right",420.612272110461,0
"2",6,31,"Double","Congruent","up","right",349.934467139932,0
"2",6,32,"Spatial","Congruent","up","right",314.455671702382,0
"2",6,33,"None","Incongruent","up","right",439.231797942249,1
"2",6,34,"Center","Incongruent","up","right",448.872068582639,0
"2",6,35,"Double","Incongruent","up","right",480.061965021485,0
"2",6,36,"Spatial","Incongruent","up","right",380.62589872051,0
"2",6,37,"None","Neutral","down","right",399.663602929061,0
"2",6,38,"Center","Neutral","down","right",434.832010750015,0
"2",6,39,"Double","Neutral","down","right",362.624516145985,0
"2",6,40,"Spatial","Neutral","down","right",332.004914333838,0
"2",6,41,"None","Congruent","down","right",398.711087463246,0
"2",6,42,"Center","Congruent","down","right",425.021731780012,0
"2",6,43,"Double","Congruent","down","right",325.290318536689,0
"2",6,44,"Spatial","Congruent","down","right",382.462519294018,0
"2",6,45,"None","Incongruent","down","right",540.285114448822,0
"2",6,46,"Center","Incongruent","down","right",426.619953200439,0
"2",6,47,"Double","Incongruent","down","right",487.421015686167,0
"2",6,48,"Spatial","Incongruent","down","right",459.338493179801,0
"3",1,1,"None","Neutral","up","left",458.781014425968,0
"3",1,2,"Center","Neutral","up","left",481.242102270908,0
"3",1,3,"Double","Neutral","up","left",276.882340438748,1
"3",1,4,"Spatial","Neutral","up","left",281.753953468121,0
"3",1,5,"None","Congruent","up","left",361.174039313458,0
"3",1,6,"Center","Congruent","up","left",388.383996723488,0
"3",1,7,"Double","Congruent","up","left",454.231453957986,0
"3",1,8,"Spatial","Congruent","up","left",423.894447648812,0
"3",1,9,"None","Incongruent","up","left",524.414834919748,0
"3",1,10,"Center","Incongruent","up","left",493.933663128016,1
"3",1,11,"Double","Incongruent","up","left",437.756256298506,0
"3",1,12,"Spatial","Incongruent","up","left",433.44858800371,0
"3",1,13,"None","Neutral","down","left",448.811773856474,1
"3",1,14,"Center","Neutral","down","left",341.947986247176,0
"3",1,15,"Double","Neutral","down","left",360.335253312457,0
"3",1,16,"Spatial","Neutral","down","left",333.257936779624,1
"3",1,17,"None","Congruent","down","left",499.692290808651,1
"3",1,18,"Center","Congruent","down","left",328.150565515085,1
"3",1,19,"Double","Congruent","down","left",269.283242609817,0
"3",1,20,"Spatial","Congruent","down","left",378.41391091022,0
"3",1,21,"None","Incongruent","down","left",459.191968962326,0
"3",1,22,"Center","Incongruent","down","left",428.194653841971,0
"3",1,23,"Double","Incongruent","down","left",490.23525156414,1
"3",1,24,"Spatial","Incongruent","down","left",371.845686772584,0
"3",1,25,"None","Neutral","up","right",412.94665101811,0
"3",1,26,"Center","Neutral","up","right",455.121226711729,0
"3",1,27,"Double","Neutral","up","right",401.41538561582,0
"3",1,28,"Spatial","Neutral","up","right",367.109567773215,0
"3",1,29,"None","Congruent","up","right",423.166332214106,0
"3",1,30,"Center","Congruent","up","right",323.163307334863,0
"3",1,31,"Double","Congruent","up","right",300.16864228221,0
"3",1,32,"Spatial","Congruent","up","right",328.83071782217,0
"3",1,33,"None","Incongruent","up","right",600.085961388644,0
"3",1,34,"Center","Incongruent","up","right",461.085190810681,0
"3",1,35,"Double","Incongruent","up","right",453.218645462319,0
"3",1,36,"Spatial","Incongruent","up","right",426.631180442501,0
"3",1,37,"None","Neutral","down","right",410.739600045428,0
"3",1,38,"Center","Neutral","down","right",310.062298672105,1
"3",1,39,"Double","Neutral","down","right",508.787039792591,0
"3",1,40,"Spatial","Neutral","down","right",318.815695565901,1
"3",1,41,"None","Congruent","down","right",415.069924403347,0
"3",1,42,"Center","Congruent","down","right",290.382913657351,0
"3",1,43,"Double","Congruent","down","right",362.599588746595,0
"3",1,44,"Spatial","Congruent","down","right",327.63480408127,0
"3",1,45,"None","Incongruent","down","right",487.224481073683,0
"3",1,46,"Center","Incongruent","down","right",360.653094995372,0
"3",1,47,"Double","Incongruent","down","right",534.233140801238,0
"3",1,48,"Spatial","Incongruent","down","right",498.179317387294,1
"3",2,1,"None","Neutral","up","left",464.480011096705,0
"3",2,2,"Center","Neutral","up","left",324.962967778804,0
"3",2,3,"Double","Neutral","up","left",410.725467844891,0
"3",2,4,"Spatial","Neutral","up","left",327.676484153299,0
"3",2,5,"None","Congruent","up","left",414.01069170364,0
"3",2,6,"Center","Congruent","up","left",448.132214647735,0
"3",2,7,"Double","Congruent","up","left",313.605870500866,0
"3",2,8,"Spatial","Congruent","up","left",314.439038362476,0
"3",2,9,"None","Incongruent","up","left",463.440250046752,0
"3",2,10,"Center","Incongruent","up","left",450.98760034384,0
"3",2,11,"Double","Incongruent","up","left",366.356804264501,0
"3",2,12,"Spatial","Incongruent","up","left",374.833336508586,0
"3",2,13,"None","Neutral","down","left",465.796604445383,0
"3",2,14,"Center","Neutral","down","left",403.260745321155,0
"3",2,15,"Double","Neutral","down","left",326.304884679785,1
"3",2,16,"Spatial","Neutral","down","left",367.960886523417,0
"3",2,17,"None","Congruent","down","left",308.368012729717,0
"3",2,18,"Center","Congruent","down","left",362.975753664893,0
"3",2,19,"Double","Congruent","down","left",410.651659742512,0
"3",2,20,"Spatial","Congruent","down","left",307.048130675544,0
"3",2,21,"None","Incongruent","down","left",498.179868871676,0
"3",2,22,"Center","Incongruent","down","left",370.335684923655,0
"3",2,23,"Double","Incongruent","down","left",487.389639862388,0
"3",2,24,"Spatial","Incongruent","down","left",317.480557566969,0
"3",2,25,"None","Neutral","up","right",413.817468415484,0
"3",2,26,"Center","Neutral","up","right",367.237594374841,0
"3",2,27,"Double","Neutral","up","right",378.046061365337,0
"3",2,28,"Spatial","Neutral","up","right",298.825418549056,0
"3",2,29,"None","Congruent","up","right",521.486524241802,0
"3",2,30,"Center","Congruent","up","right",308.504189210925,0
"3",2,31,"Double","Congruent","up","right",387.706857150229,0
"3",2,32,"Spatial","Congruent","up","right",193.011315233201,0
"3",2,33,"None","Incongruent","up","right",500.120790447174,0
"3",2,34,"Center","Incongruent","up","right",475.483278563097,0
"3",2,35,"Double","Incongruent","up","right",390.763999944302,0
"3",2,36,"Spatial","Incongruent","up","right",445.241648843878,0
"3",2,37,"None","Neutral","down","right",446.548817499711,0
"3",2,38,"Center","Neutral","down","right",428.816373648819,0
"3",2,39,"Double","Neutral","down","right",332.833005980063,0
"3",2,40,"Spatial","Neutral","down","right",291.471004756854,0
"3",2,41,"None","Congruent","down","right",341.423432567853,0
"3",2,42,"Center","Congruent","down","right",363.876482917703,0
"3",2,43,"Double","Congruent","down","right",308.059962882275,0
"3",2,44,"Spatial","Congruent","down","right",374.407801407303,0
"3",2,45,"None","Incongruent","down","right",503.564032612529,0
"3",2,46,"Center","Incongruent","down","right",559.487617963959,0
"3",2,47,"Double","Incongruent","down","right",387.114620034926,0
"3",2,48,"Spatial","Incongruent","down","right",469.084403204617,0
"3",3,1,"None","Neutral","up","left",403.631581919591,0
"3",3,2,"Center","Neutral","up","left",307.168599434462,0
"3",3,3,"Double","Neutral","up","left",403.648368524658,0
"3",3,4,"Spatial","Neutral","up","left",268.33111476639,0
"3",3,5,"None","Congruent","up","left",377.240749073675,0
"3",3,6,"Center","Congruent","up","left",343.344406128902,0
"3",3,7,"Double","Congruent","up","left",385.545363212565,0
"3",3,8,"Spatial","Congruent","up","left",290.05396364695,0
"3",3,9,"None","Incongruent","up","left",553.892516160281,0
"3",3,10,"Center","Incongruent","up","left",390.051280874606,0
"3",3,11,"Double","Incongruent","up","left",455.831851759236,1
"3",3,12,"Spatial","Incongruent","up","left",417.154351489446,0
"3",3,13,"None","Neutral","down","left",376.712495447351,0
"3",3,14,"Center","Neutral","down","left",358.568829464911,1
"3",3,15,"Double","Neutral","down","left",342.191026161433,0
"3",3,16,"Spatial","Neutral","down","left",387.969716342881,0
"3",3,17,"None","Congruent","down","left",507.802631805111,0
"3",3,18,"Center","Congruent","down","left",327.960178310588,0
"3",3,19,"Double","Congruent","down","left",421.528620427012,0
"3",3,20,"Spatial","Congruent","down","left",336.22770344939,0
"3",3,21,"None","Incongruent","down","left",401.640232547452,0
"3",3,22,"Center","Incongruent","down","left",412.20481786774,0
"3",3,23,"Double","Incongruent","down","left",468.057458025338,1
"3",3,24,"Spatial","Incongruent","down","left",417.255331552394,0
"3",3,25,"None","Neutral","up","right",307.884433945929,0
"3",3,26,"Center","Neutral","up","right",409.015934272579,0
"3",3,27,"Double","Neutral","up","right",407.752599924337,0
"3",3,28,"Spatial","Neutral","up","right",324.774558137029,0
"3",3,29,"None","Congruent","up","right",394.621588369135,0
"3",3,30,"Center","Congruent","up","right",478.578600723911,0
"3",3,31,"Double","Congruent","up","right",370.500065967613,0
"3",3,32,"Spatial","Congruent","up","right",339.299137403404,1
"3",3,33,"None","Incongruent","up","right",443.827153144492,1
"3",3,34,"Center","Incongruent","up","right",382.79349383119,0
"3",3,35,"Double","Incongruent","up","right",368.842211446896,0
"3",3,36,"Spatial","Incongruent","up","right",388.901589480891,0
"3",3,37,"None","Neutral","down","right",498.046223204049,0
"3",3,38,"Center","Neutral","down","right",467.689742266744,0
"3",3,39,"Double","Neutral","down","right",453.418236717639,0
"3",3,40,"Spatial","Neutral","down","right",404.837778497387,0
"3",3,41,"None","Congruent","down","right",418.120187427819,1
"3",3,42,"Center","Congruent","down","right",318.792493215965,0
"3",3,43,"Double","Congruent","down","right",358.609365992996,0
"3",3,44,"Spatial","Congruent","down","right",219.377486186388,0
"3",3,45,"None","Incongruent","down","right",484.310356327831,0
"3",3,46,"Center","Incongruent","down","right",532.993935232286,0
"3",3,47,"Double","Incongruent","down","right",451.547655030376,1
"3",3,48,"Spatial","Incongruent","down","right",464.794434134479,0
"3",4,1,"None","Neutral","up","left",454.467047847196,0
"3",4,2,"Center","Neutral","up","left",341.054485227567,0
"3",4,3,"Double","Neutral","up","left",462.177967646468,0
"3",4,4,"Spatial","Neutral","up","left",336.080635733447,0
"3",4,5,"None","Congruent","up","left",381.222310373873,0
"3",4,6,"Center","Congruent","up","left",383.532991236928,0
"3",4,7,"Double","Congruent","up","left",299.07002355884,0
"3",4,8,"Spatial","Congruent","up","left",383.188951639566,0
"3",4,9,"None","Incongruent","up","left",525.078419268218,0
"3",4,10,"Center","Incongruent","up","left",432.260933517651,0
"3",4,11,"Double","Incongruent","up","left",420.578555620441,0
"3",4,12,"Spatial","Incongruent","up","left",456.814697364635,0
"3",4,13,"None","Neutral","down","left",376.879580678893,0
"3",4,14,"Center","Neutral","down","left",330.808956414781,0
"3",4,15,"Double","Neutral","down","left",396.212393851004,1
"3",4,16,"Spatial","Neutral","down","left",317.434325972368,0
"3",4,17,"None","Congruent","down","left",476.254239836195,0
"3",4,18,"Center","Congruent","down","left",370.068959509384,0
"3",4,19,"Double","Congruent","down","left",434.74255084502,1
"3",4,20,"Spatial","Congruent","down","left",364.777235259008,0
"3",4,21,"None","Incongruent","down","left",387.742371295351,1
"3",4,22,"Center","Incongruent","down","left",383.231431979089,0
"3",4,23,"Double","Incongruent","down","left",509.138760308885,0
"3",4,24,"Spatial","Incongruent","down","left",444.539795208686,0
"3",4,25,"None","Neutral","up","right",381.646866607085,0
"3",4,26,"Center","Neutral","up","right",312.710315748995,0
"3",4,27,"Double","Neutral","up","right",426.683269465787,0
"3",4,28,"Spatial","Neutral","up","right",299.411177016847,0
"3",4,29,"None","Congruent","up","right",520.086273930909,0
"3",4,30,"Center","Congruent","up","right",468.57709801897,0
"3",4,31,"Double","Congruent","up","right",302.26543150988,0
"3",4,32,"Spatial","Congruent","up","right",297.717284371218,0
"3",4,33,"None","Incongruent","up","right",437.476017033791,0
"3",4,34,"Center","Incongruent","up","right",483.364403395209,0
"3",4,35,"Double","Incongruent","up","right",380.461515618118,0
"3",4,36,"Spatial","Incongruent","up","right",308.249823076555,1
"3",4,37,"None","Neutral","down","right",531.067349724626,0
"3",4,38,"Center","Neutral","down","right",430.298674380609,0
"3",4,39,"Double","Neutral","down","right",415.85618006125,0
"3",4,40,"Spatial","Neutral","down","right",306.800585821138,0
"3",4,41,"None","Congruent","down","right",429.43593843748,0
"3",4,42,"Center","Congruent","down","right",410.98386281049,0
"3",4,43,"Double","Congruent","down","right",310.93806290179,0
"3",4,44,"Spatial","Congruent","down","right",333.786933681198,0
"3",4,45,"None","Incongruent","down","right",508.787082725089,0
"3",4,46,"Center","Incongruent","down","right",534.638689723636,0
"3",4,47,"Double","Incongruent","down","right",477.106635860347,0
"3",4,48,"Spatial","Incongruent","down","right",474.11165161746,0
"3",5,1,"None","Neutral","up","left",437.027348677369,0
"3",5,2,"Center","Neutral","up","left",324.374865840972,0
"3",5,3,"Double","Neutral","up","left",358.016151401905,0
"3",5,4,"Spatial","Neutral","up","left",256.761768036876,0
"3",5,5,"None","Congruent","up","left",476.442588086014,0
"3",5,6,"Center","Congruent","up","left",450.841341735789,0
"3",5,7,"Double","Congruent","up","left",371.863961118649,1
"3",5,8,"Spatial","Congruent","up","left",290.954883195106,0
"3",5,9,"None","Incongruent","up","left",554.35751256185,0
"3",5,10,"Center","Incongruent","up","left",456.966351328034,0
"3",5,11,"Double","Incongruent","up","left",425.686395116311,0
"3",5,12,"Spatial","Incongruent","up","left",466.179271159001,0
"3",5,13,"None","Neutral","down","left",392.00771713212,0
"3",5,14,"Center","Neutral","down","left",437.447955161452,0
"3",5,15,"Double","Neutral","down","left",332.876187053162,0
"3",5,16,"Spatial","Neutral","down","left",359.570667019638,0
"3",5,17,"None","Congruent","down","left",474.568862115932,0
"3",5,18,"Center","Congruent","down","left",313.237064372284,0
"3",5,19,"Double","Congruent","down","left",394.906173891747,0
"3",5,20,"Spatial","Congruent","down","left",334.420659852559,0
"3",5,21,"None","Incongruent","down","left",533.787195832114,0
"3",5,22,"Center","Incongruent","down","left",410.570103231039,0
"3",5,23,"Double","Incongruent","down","left",440.650683297125,0
"3",5,24,"Spatial","Incongruent","down","left",479.114200387789,0
"3",5,25,"None","Neutral","up","right",438.424508190401,0
"3",5,26,"Center","Neutral","up","right",421.159547413756,0
"3",5,27,"Double","Neutral","up","right",363.955270119178,0
"3",5,28,"Spatial","Neutral","up","right",288.530417264264,0
"3",5,29,"None","Congruent","up","right",429.453715457644,0
"3",5,30,"Center","Congruent","up","right",318.750442227961,0
"3",5,31,"Double","Congruent","up","right",245.194430577501,0
"3",5,32,"Spatial","Congruent","up","right",398.456129599574,0
"3",5,33,"None","Incongruent","up","right",445.654559151129,0
"3",5,34,"Center","Incongruent","up","right",358.695849367679,0
"3",5,35,"Double","Incongruent","up","right",494.764090364628,0
"3",5,36,"Spatial","Incongruent","up","right",409.406910928463,0
"3",5,37,"None","Neutral","down","right",400.01858026242,0
"3",5,38,"Center","Neutral","down","right",371.102600669895,0
"3",5,39,"Double","Neutral","down","right",353.700932909885,0
"3",5,40,"Spatial","Neutral","down","right",389.832938822753,0
"3",5,41,"None","Congruent","down","right",466.383035425077,0
"3",5,42,"Center","Congruent","down","right",293.668470206825,0
"3",5,43,"Double","Congruent","down","right",392.669924782087,0
"3",5,44,"Spatial","Congruent","down","right",376.340683294978,0
"3",5,45,"None","Incongruent","down","right",533.413048798835,0
"3",5,46,"Center","Incongruent","down","right",328.784134535789,0
"3",5,47,"Double","Incongruent","down","right",433.232128749236,1
"3",5,48,"Spatial","Incongruent","down","right",508.981666045898,0
"3",6,1,"None","Neutral","up","left",469.839726931977,0
"3",6,2,"Center","Neutral","up","left",294.536190967707,0
"3",6,3,"Double","Neutral","up","left",291.816564405828,0
"3",6,4,"Spatial","Neutral","up","left",364.555477615777,0
"3",6,5,"None","Congruent","up","left",421.297225721386,0
"3",6,6,"Center","Congruent","up","left",428.064528193874,0
"3",6,7,"Double","Congruent","up","left",389.691333083865,0
"3",6,8,"Spatial","Congruent","up","left",344.049968175459,0
"3",6,9,"None","Incongruent","up","left",509.183092139964,1
"3",6,10,"Center","Incongruent","up","left",458.312751769566,0
"3",6,11,"Double","Incongruent","up","left",381.520046689287,0
"3",6,12,"Spatial","Incongruent","up","left",527.474666030973,0
"3",6,13,"None","Neutral","down","left",359.399729628733,0
"3",6,14,"Center","Neutral","down","left",379.151925360888,0
"3",6,15,"Double","Neutral","down","left",347.784032368917,0
"3",6,16,"Spatial","Neutral","down","left",430.00561666777,0
"3",6,17,"None","Congruent","down","left",480.572008808962,0
"3",6,18,"Center","Congruent","down","left",351.814172204669,0
"3",6,19,"Double","Congruent","down","left",385.271039768751,0
"3",6,20,"Spatial","Congruent","down","left",398.273097509937,0
"3",6,21,"None","Incongruent","down","left",611.816141975345,0
"3",6,22,"Center","Incongruent","down","left",465.113253808443,0
"3",6,23,"Double","Incongruent","down","left",392.874669888449,0
"3",6,24,"Spatial","Incongruent","down","left",360.822884325209,0
"3",6,25,"None","Neutral","up","right",530.285929021709,0
"3",6,26,"Center","Neutral","up","right",276.471425807126,0
"3",6,27,"Double","Neutral","up","right",527.787118444093,0
"3",6,28,"Spatial","Neutral","up","right",326.932470295635,0
"3",6,29,"None","Congruent","up","right",407.280337044314,0
"3",6,30,"Center","Congruent","up","right",387.878027773198,0
"3",6,31,"Double","Congruent","up","right",421.669436393263,0
"3",6,32,"Spatial","Congruent","up","right",355.141413791718,0
"3",6,33,"None","Incongruent","up","right",402.192488876376,0
"3",6,34,"Center","Incongruent","up","right",467.676835473468,0
"3",6,35,"Double","Incongruent","up","right",467.521225687121,0
"3",6,36,"Spatial","Incongruent","up","right",442.977543526725,0
"3",6,37,"None","Neutral","down","right",378.428963619631,1
"3",6,38,"Center","Neutral","down","right",261.448855931926,0
"3",6,39,"Double","Neutral","down","right",358.771184608774,0
"3",6,40,"Spatial","Neutral","down","right",292.785062454513,0
"3",6,41,"None","Congruent","down","right",391.705500077845,0
"3",6,42,"Center","Congruent","down","right",332.311036664004,0
"3",6,43,"Double","Congruent","down","right",355.099777507274,0
"3",6,44,"Spatial","Congruent","down","right",324.43914685382,0
"3",6,45,"None","Incongruent","down","right",539.804635661992,0
"3",6,46,"Center","Incongruent","down","right",499.321417193789,1
"3",6,47,"Double","Incongruent","down","right",405.273416879129,0
"3",6,48,"Spatial","Incongruent","down","right",394.559101424239,0
"4",1,1,"None","Neutral","up","left",448.072238301279,0
"4",1,2,"Center","Neutral","up","left",449.939555241901,0
"4",1,3,"Double","Neutral","up","left",372.19647901788,0
"4",1,4,"Spatial","Neutral","up","left",255.056325422295,0
"4",1,5,"None","Congruent","up","left",441.592627257065,1
"4",1,6,"Center","Congruent","up","left",374.045466451472,0
"4",1,7,"Double","Congruent","up","left",463.624642673022,0
"4",1,8,"Spatial","Congruent","up","left",357.17110827218,0
"4",1,9,"None","Incongruent","up","left",468.847510882264,0
"4",1,10,"Center","Incongruent","up","left",428.023885308574,0
"4",1,11,"Double","Incongruent","up","left",419.735160522726,1
"4",1,12,"Spatial","Incongruent","up","left",419.301756857874,0
"4",1,13,"None","Neutral","down","left",438.820889879974,1
"4",1,14,"Center","Neutral","down","left",425.792410341239,0
"4",1,15,"Double","Neutral","down","left",391.008836309047,0
"4",1,16,"Spatial","Neutral","down","left",321.665635143934,0
"4",1,17,"None","Congruent","down","left",382.969435241013,0
"4",1,18,"Center","Congruent","down","left",411.735146570977,0
"4",1,19,"Double","Congruent","down","left",371.875575883583,0
"4",1,20,"Spatial","Congruent","down","left",349.14189338459,0
"4",1,21,"None","Incongruent","down","left",555.182050921141,0
"4",1,22,"Center","Incongruent","down","left",537.601780932438,0
"4",1,23,"Double","Incongruent","down","left",397.309176993222,0
"4",1,24,"Spatial","Incongruent","down","left",492.204022841014,0
"4",1,25,"None","Neutral","up","right",386.663323527454,0
"4",1,26,"Center","Neutral","up","right",393.317609609738,0
"4",1,27,"Double","Neutral","up","right",386.118524742768,1
"4",1,28,"Spatial","Neutral","up","right",326.154574505384,0
"4",1,29,"None","Congruent","up","right",499.712652050902,0
"4",1,30,"Center","Congruent","up","right",347.0544000111,0
"4",1,31,"Double","Congruent","up","right",408.026564025665,0
"4",1,32,"Spatial","Congruent","up","right",339.337214992835,0
"4",1,33,"None","Incongruent","up","right",453.425985063458,0
"4",1,34,"Center","Incongruent","up","right",510.734457173319,0
"4",1,35,"Double","Incongruent","up","right",340.582981724558,0
"4",1,36,"Spatial","Incongruent","up","right",383.692376529369,0
"4",1,37,"None","Neutral","down","right",352.929871654637,0
"4",1,38,"Center","Neutral","down","right",389.716053495063,0
"4",1,39,"Double","Neutral","down","right",388.221127472049,1
"4",1,40,"Spatial","Neutral","down","right",284.063241564513,0
"4",1,41,"None","Congruent","down","right",462.547647807354,0
"4",1,42,"Center","Congruent","down","right",328.3549880709,0
"4",1,43,"Double","Congruent","down","right",407.960074970899,0
"4",1,44,"Spatial","Congruent","down","right",351.891469981386,0
"4",1,45,"None","Incongruent","down","right",535.763797355226,0
"4",1,46,"Center","Incongruent","down","right",403.075848040308,0
"4",1,47,"Double","Incongruent","down","right",449.767700483905,0
"4",1,48,"Spatial","Incongruent","down","right",386.859029002183,0
"4",2,1,"None","Neutral","up","left",356.555892195272,0
"4",2,2,"Center","Neutral","up","left",387.634325276076,0
"4",2,3,"Double","Neutral","up","left",463.688130565859,0
"4",2,4,"Spatial","Neutral","up","left",307.596453324248,0
"4",2,5,"None","Congruent","up","left",420.00912621659,0
"4",2,6,"Center","Congruent","up","left",414.462186648859,0
"4",2,7,"Double","Congruent","up","left",376.80727549183,0
"4",2,8,"Spatial","Congruent","up","left",437.176815612643,0
"4",2,9,"None","Incongruent","up","left",536.860686689494,0
"4",2,10,"Center","Incongruent","up","left",566.066696651102,0
"4",2,11,"Double","Incongruent","up","left",462.445467314698,0
"4",2,12,"Spatial","Incongruent","up","left",353.304166936204,0
"4",2,13,"None","Neutral","down","left",451.066763395216,0
"4",2,14,"Center","Neutral","down","left",333.772187159291,0
"4",2,15,"Double","Neutral","down","left",324.646881694033,0
"4",2,16,"Spatial","Neutral","down","left",330.526283494819,0
"4",2,17,"None","Congruent","down","left",476.69583500893,0
"4",2,18,"Center","Congruent","down","left",397.195499978899,0
"4",2,19,"Double","Congruent","down","left",415.701013823178,0
"4",2,20,"Spatial","Congruent","down","left",385.76705011403,0
"4",2,21,"None","Incongruent","down","left",491.407393478887,0
"4",2,22,"Center","Incongruent","down","left",329.888444319547,0
"4",2,23,"Double","Incongruent","down","left",484.795342586542,0
"4",2,24,"Spatial","Incongruent","down","left",518.45579346799,0
"4",2,25,"None","Neutral","up","right",432.919174972984,0
"4",2,26,"Center","Neutral","up","right",312.254277523616,1
"4",2,27,"Double","Neutral","up","right",356.622461722297,0
"4",2,28,"Spatial","Neutral","up","right",293.274121042238,0
"4",2,29,"None","Congruent","up","right",427.918038996419,0
"4",2,30,"Center","Congruent","up","right",413.805600277832,0
"4",2,31,"Double","Congruent","up","right",418.321807340277,0
