"subnum","group","block","trial","cue","flank","location","direction","rt","error"
"4","Treatment",4,16,"Spatial","Neutral","down","left",378.162304017295,0
"4","Treatment",4,17,"None","Congruent","down","left",444.740437978252,1
"4","Treatment",4,18,"Center","Congruent","down","left",317.382203791367,0
"4","Treatment",4,19,"Double","Congruent","down","left",324.524812361517,1
"4","Treatment",4,20,"Spatial","Congruent","down","left",377.569559727297,0
"4","Treatment",4,21,"None","Incongruent","down","left",434.582324370862,0
"4","Treatment",4,22,"Center","Incongruent","down","left",476.377004853183,0
"4","Treatment",4,23,"Double","Incongruent","down","left",418.323021321133,0
"4","Treatment",4,24,"Spatial","Incongruent","down","left",390.081199295318,0
"4","Treatment",4,25,"None","Neutral","up","right",390.521527475259,0
"4","Treatment",4,26,"Center","Neutral","up","right",368.492943186473,1
"4","Treatment",4,27,"Double","Neutral","up","right",418.85924208259,0
"4","Treatment",4,28,"Spatial","Neutral","up","right",362.686658877059,0
"4","Treatment",4,29,"None","Congruent","up","right",418.376792613829,0
"4","Treatment",4,30,"Center","Congruent","up","right",423.500276234514,0
"4","Treatment",4,31,"Double","Congruent","up","right",457.800186707341,0
"4","Treatment",4,32,"Spatial","Congruent","up","right",339.681553554258,0
"4","Treatment",4,33,"None","Incongruent","up","right",523.524472655388,0
"4","Treatment",4,34,"Center","Incongruent","up","right",463.910932453237,0
"4","Treatment",4,35,"Double","Incongruent","up","right",396.104852949094,0
"4","Treatment",4,36,"Spatial","Incongruent","up","right",363.670692892703,1
"4","Treatment",4,37,"None","Neutral","down","right",525.98852313106,0
"4","Treatment",4,38,"Center","Neutral","down","right",424.063889388809,0
"4","Treatment",4,39,"Double","Neutral","down","right",412.104088596324,0
"4","Treatment",4,40,"Spatial","Neutral","down","right",347.378670202472,0
"4","Treatment",4,41,"None","Congruent","down","right",454.269428249613,0
"4","Treatment",4,42,"Center","Congruent","down","right",387.592801977299,0
"4","Treatment",4,43,"Double","Congruent","down","right",377.099937704364,1
"4","Treatment",4,44,"Spatial","Congruent","down","right",351.171115597152,0
"4","Treatment",4,45,"None","Incongruent","down","right",449.476745699789,0
"4","Treatment",4,46,"Center","Incongruent","down","right",570.061105098561,1
"4","Treatment",4,47,"Double","Incongruent","down","right",485.098089513544,0
"4","Treatment",4,48,"Spatial","Incongruent","down","right",397.439602052217,0
"4","Treatment",5,1,"None","Neutral","up","left",490.644468541462,0
"4","Treatment",5,2,"Center","Neutral","up","left",348.637095699756,0
"4","Treatment",5,3,"Double","Neutral","up","left",460.557925373793,0
"4","Treatment",5,4,"Spatial","Neutral","up","left",320.281322348862,0
"4","Treatment",5,5,"None","Congruent","up","left",313.925457177404,0
"4","Treatment",5,6,"Center","Congruent","up","left",448.205959769978,0
"4","Treatment",5,7,"Double","Congruent","up","left",431.611456636438,0
"4","Treatment",5,8,"Spatial","Congruent","up","left",301.284184032065,0
"4","Treatment",5,9,"None","Incongruent","up","left",429.481251700321,0
"4","Treatment",5,10,"Center","Incongruent","up","left",358.273620965168,0
"4","Treatment",5,11,"Double","Incongruent","up","left",431.549323103479,1
"4","Treatment",5,12,"Spatial","Incongruent","up","left",318.303571136017,0
"4","Treatment",5,13,"None","Neutral","down","left",389.276599061251,0
"4","Treatment",5,14,"Center","Neutral","down","left",388.178606118931,0
"4","Treatment",5,15,"Double","Neutral","down","left",417.77596110252,0
"4","Treatment",5,16,"Spatial","Neutral","down","left",299.001843656013,0
"4","Treatment",5,17,"None","Congruent","down","left",423.819862001216,0
"4","Treatment",5,18,"Center","Congruent","down","left",392.747411802072,1
"4","Treatment",5,19,"Double","Congruent","down","left",460.946316911866,0
"4","Treatment",5,20,"Spatial","Congruent","down","left",292.072823623644,0
"4","Treatment",5,21,"None","Incongruent","down","left",419.784486911976,0
"4","Treatment",5,22,"Center","Incongruent","down","left",357.71952891446,0
"4","Treatment",5,23,"Double","Incongruent","down","left",472.786859264488,0
"4","Treatment",5,24,"Spatial","Incongruent","down","left",406.994040432482,1
"4","Treatment",5,25,"None","Neutral","up","right",468.604315219656,0
"4","Treatment",5,26,"Center","Neutral","up","right",372.958030642132,0
"4","Treatment",5,27,"Double","Neutral","up","right",394.654696275713,0
"4","Treatment",5,28,"Spatial","Neutral","up","right",351.210928707972,0
"4","Treatment",5,29,"None","Congruent","up","right",431.177099258429,0
"4","Treatment",5,30,"Center","Congruent","up","right",348.851867011761,0
"4","Treatment",5,31,"Double","Congruent","up","right",438.10046903132,0
"4","Treatment",5,32,"Spatial","Congruent","up","right",319.711297861211,1
"4","Treatment",5,33,"None","Incongruent","up","right",533.338188572124,0
"4","Treatment",5,34,"Center","Incongruent","up","right",458.231957726506,0
"4","Treatment",5,35,"Double","Incongruent","up","right",534.076223739359,0
"4","Treatment",5,36,"Spatial","Incongruent","up","right",445.560698216194,0
"4","Treatment",5,37,"None","Neutral","down","right",413.115442206881,0
"4","Treatment",5,38,"Center","Neutral","down","right",379.542552386632,0
"4","Treatment",5,39,"Double","Neutral","down","right",368.734539579328,1
"4","Treatment",5,40,"Spatial","Neutral","down","right",235.457695151385,0
"4","Treatment",5,41,"None","Congruent","down","right",514.869694741034,0
"4","Treatment",5,42,"Center","Congruent","down","right",433.194057724376,0
"4","Treatment",5,43,"Double","Congruent","down","right",336.669168188736,0
"4","Treatment",5,44,"Spatial","Congruent","down","right",359.100377958519,0
"4","Treatment",5,45,"None","Incongruent","down","right",512.094795180349,0
"4","Treatment",5,46,"Center","Incongruent","down","right",393.362029447379,1
"4","Treatment",5,47,"Double","Incongruent","down","right",519.495370682661,0
"4","Treatment",5,48,"Spatial","Incongruent","down","right",397.587644751552,0
"4","Treatment",6,1,"None","Neutral","up","left",439.179185397173,0
"4","Treatment",6,2,"Center","Neutral","up","left",400.243550471987,1
"4","Treatment",6,3,"Double","Neutral","up","left",325.293776534529,0
"4","Treatment",6,4,"Spatial","Neutral","up","left",285.728533521637,0
"4","Treatment",6,5,"None","Congruent","up","left",427.572872273514,0
"4","Treatment",6,6,"Center","Congruent","up","left",408.80428002561,0
"4","Treatment",6,7,"Double","Congruent","up","left",378.691526592231,0
"4","Treatment",6,8,"Spatial","Congruent","up","left",375.297278565111,0
"4","Treatment",6,9,"None","Incongruent","up","left",516.749005169568,0
"4","Treatment",6,10,"Center","Incongruent","up","left",477.269390296231,0
"4","Treatment",6,11,"Double","Incongruent","up","left",374.854704702937,0
"4","Treatment",6,12,"Spatial","Incongruent","up","left",443.852694547194,0
"4","Treatment",6,13,"None","Neutral","down","left",390.509977692855,0
"4","Treatment",6,14,"Center","Neutral","down","left",356.713555528295,0
"4","Treatment",6,15,"Double","Neutral","down","left",369.757396738261,0
"4","Treatment",6,16,"Spatial","Neutral","down","left",257.607445634733,0
"4","Treatment",6,17,"None","Congruent","down","left",425.023152401432,0
"4","Treatment",6,18,"Center","Congruent","down","left",358.00711815784,0
"4","Treatment",6,19,"Double","Congruent","down","left",339.074427403077,0
"4","Treatment",6,20,"Spatial","Congruent","down","left",312.270120183254,1
"4","Treatment",6,21,"None","Incongruent","down","left",562.274458837571,0
"4","Treatment",6,22,"Center","Incongruent","down","left",387.053932451945,0
"4","Treatment",6,23,"Double","Incongruent","down","left",434.230775928599,0
"4","Treatment",6,24,"Spatial","Incongruent","down","left",286.401914494027,0
"4","Treatment",6,25,"None","Neutral","up","right",396.291533994697,0
"4","Treatment",6,26,"Center","Neutral","up","right",354.935140728504,0
"4","Treatment",6,27,"Double","Neutral","up","right",452.116289397602,0
"4","Treatment",6,28,"Spatial","Neutral","up","right",291.899096738162,0
"4","Treatment",6,29,"None","Congruent","up","right",386.39102317793,1
"4","Treatment",6,30,"Center","Congruent","up","right",310.118519104782,0
"4","Treatment",6,31,"Double","Congruent","up","right",383.99025834082,0
"4","Treatment",6,32,"Spatial","Congruent","up","right",397.704599389367,1
"4","Treatment",6,33,"None","Incongruent","up","right",440.073319495676,0
"4","Treatment",6,34,"Center","Incongruent","up","right",428.713779926299,0
"4","Treatment",6,35,"Double","Incongruent","up","right",513.315430442375,0
"4","Treatment",6,36,"Spatial","Incongruent","up","right",375.785130267067,0
"4","Treatment",6,37,"None","Neutral","down","right",464.275610418814,0
"4","Treatment",6,38,"Center","Neutral","down","right",399.475177140687,0
"4","Treatment",6,39,"Double","Neutral","down","right",309.730203809735,0
"4","Treatment",6,40,"Spatial","Neutral","down","right",400.844400555056,0
"4","Treatment",6,41,"None","Congruent","down","right",469.758700913615,0
"4","Treatment",6,42,"Center","Congruent","down","right",355.58987452871,0
"4","Treatment",6,43,"Double","Congruent","down","right",329.800327268492,0
"4","Treatment",6,44,"Spatial","Congruent","down","right",320.479079095654,0
"4","Treatment",6,45,"None","Incongruent","down","right",540.703170757271,0
"4","Treatment",6,46,"Center","Incongruent","down","right",421.787535990828,0
"4","Treatment",6,47,"Double","Incongruent","down","right",351.289734061534,0
"4","Treatment",6,48,"Spatial","Incongruent","down","right",402.854764453945,0
"5","Treatment",1,1,"None","Neutral","up","left",468.595200487117,0
"5","Treatment",1,2,"Center","Neutral","up","left",322.044103491623,0
"5","Treatment",1,3,"Double","Neutral","up","left",363.104223616483,0
"5","Treatment",1,4,"Spatial","Neutral","up","left",278.890333698887,0
"5","Treatment",1,5,"None","Congruent","up","left",435.840310646282,0
"5","Treatment",1,6,"Center","Congruent","up","left",373.375018599324,0
"5","Treatment",1,7,"Double","Congruent","up","left",373.315761198118,0
"5","Treatment",1,8,"Spatial","Congruent","up","left",308.883679088626,0
"5","Treatment",1,9,"None","Incongruent","up","left",464.531826922354,0
"5","Treatment",1,10,"Center","Incongruent","up","left",493.572270720437,0
"5","Treatment",1,11,"Double","Incongruent","up","left",450.256900951858,0
"5","Treatment",1,12,"Spatial","Incongruent","up","left",400.653236621307,0
"5","Treatment",1,13,"None","Neutral","down","left",269.340573378959,1
"5","Treatment",1,14,"Center","Neutral","down","left",316.219064841808,1
"5","Treatment",1,15,"Double","Neutral","down","left",413.145315894319,0
"5","Treatment",1,16,"Spatial","Neutral","down","left",319.65924282786,0
"5","Treatment",1,17,"None","Congruent","down","left",369.584110805969,0
"5","Treatment",1,18,"Center","Congruent","down","left",358.033867156083,0
"5","Treatment",1,19,"Double","Congruent","down","left",356.220962702851,0
"5","Treatment",1,20,"Spatial","Congruent","down","left",314.927880242665,0
"5","Treatment",1,21,"None","Incongruent","down","left",524.830628788938,0
"5","Treatment",1,22,"Center","Incongruent","down","left",526.044046911446,0
"5","Treatment",1,23,"Double","Incongruent","down","left",494.404591390568,0
"5","Treatment",1,24,"Spatial","Incongruent","down","left",472.306126698554,0
"5","Treatment",1,25,"None","Neutral","up","right",413.506633625076,0
"5","Treatment",1,26,"Center","Neutral","up","right",422.217235699447,0
"5","Treatment",1,27,"Double","Neutral","up","right",325.946212237684,0
"5","Treatment",1,28,"Spatial","Neutral","up","right",333.038929744127,0
"5","Treatment",1,29,"None","Congruent","up","right",539.271895323675,1
"5","Treatment",1,30,"Center","Congruent","up","right",379.35859950607,1
"5","Treatment",1,31,"Double","Congruent","up","right",359.734553701466,0
"5","Treatment",1,32,"Spatial","Congruent","up","right",310.789326967385,0
"5","Treatment",1,33,"None","Incongruent","up","right",538.563425093633,0
"5","Treatment",1,34,"Center","Incongruent","up","right",555.30946808809,0
"5","Treatment",1,35,"Double","Incongruent","up","right",465.607851842352,1
"5","Treatment",1,36,"Spatial","Incongruent","up","right",396.936756095302,0
"5","Treatment",1,37,"None","Neutral","down","right",533.689182300184,0
"5","Treatment",1,38,"Center","Neutral","down","right",341.058488827953,0
"5","Treatment",1,39,"Double","Neutral","down","right",431.576625664045,0
"5","Treatment",1,40,"Spatial","Neutral","down","right",318.932743595817,0
"5","Treatment",1,41,"None","Congruent","down","right",378.912631499013,0
"5","Treatment",1,42,"Center","Congruent","down","right",440.915268937339,0
"5","Treatment",1,43,"Double","Congruent","down","right",285.011966255231,0
"5","Treatment",1,44,"Spatial","Congruent","down","right",324.587503082464,0
"5","Treatment",1,45,"None","Incongruent","down","right",500.775762167437,0
"5","Treatment",1,46,"Center","Incongruent","down","right",427.884114066654,0
"5","Treatment",1,47,"Double","Incongruent","down","right",363.09961335594,0
"5","Treatment",1,48,"Spatial","Incongruent","down","right",377.929942190857,0
"5","Treatment",2,1,"None","Neutral","up","left",352.148212777467,0
"5","Treatment",2,2,"Center","Neutral","up","left",476.158182648144,0
"5","Treatment",2,3,"Double","Neutral","up","left",282.158518580007,0
"5","Treatment",2,4,"Spatial","Neutral","up","left",234.694078220249,0
"5","Treatment",2,5,"None","Congruent","up","left",464.882426347217,0
"5","Treatment",2,6,"Center","Congruent","up","left",425.372220386417,0
"5","Treatment",2,7,"Double","Congruent","up","left",365.200590055799,1
"5","Treatment",2,8,"Spatial","Congruent","up","left",329.65897560222,0
"5","Treatment",2,9,"None","Incongruent","up","left",536.252158523755,0
"5","Treatment",2,10,"Center","Incongruent","up","left",519.93594777159,0
"5","Treatment",2,11,"Double","Incongruent","up","left",365.472242528639,0
"5","Treatment",2,12,"Spatial","Incongruent","up","left",475.224853831986,0
"5","Treatment",2,13,"None","Neutral","down","left",439.800586684883,0
"5","Treatment",2,14,"Center","Neutral","down","left",363.032827725715,1
"5","Treatment",2,15,"Double","Neutral","down","left",438.257207007189,0
"5","Treatment",2,16,"Spatial","Neutral","down","left",386.988684253672,0
"5","Treatment",2,17,"None","Congruent","down","left",493.897624296811,0
"5","Treatment",2,18,"Center","Congruent","down","left",365.44199281826,0
"5","Treatment",2,19,"Double","Congruent","down","left",413.808622484079,0
"5","Treatment",2,20,"Spatial","Congruent","down","left",354.78628166056,0
"5","Treatment",2,21,"None","Incongruent","down","left",474.140022260929,0
"5","Treatment",2,22,"Center","Incongruent","down","left",537.861651216984,0
"5","Treatment",2,23,"Double","Incongruent","down","left",453.086340942756,0
"5","Treatment",2,24,"Spatial","Incongruent","down","left",407.265781208093,0
"5","Treatment",2,25,"None","Neutral","up","right",456.448580033442,0
"5","Treatment",2,26,"Center","Neutral","up","right",399.486726062781,0
"5","Treatment",2,27,"Double","Neutral","up","right",339.711429257823,0
"5","Treatment",2,28,"Spatial","Neutral","up","right",337.341076245378,0
"5","Treatment",2,29,"None","Congruent","up","right",560.322224439282,0
"5","Treatment",2,30,"Center","Congruent","up","right",376.370344760837,1
"5","Treatment",2,31,"Double","Congruent","up","right",360.186405428484,1
"5","Treatment",2,32,"Spatial","Congruent","up","right",376.7165168031,0
"5","Treatment",2,33,"None","Incongruent","up","right",520.07403732183,0
"5","Treatment",2,34,"Center","Incongruent","up","right",423.084946198014,0
"5","Treatment",2,35,"Double","Incongruent","up","right",390.863859454146,0
"5","Treatment",2,36,"Spatial","Incongruent","up","right",452.390070375206,0
"5","Treatment",2,37,"None","Neutral","down","right",435.94225075034,0
"5","Treatment",2,38,"Center","Neutral","down","right",404.112361138808,0
"5","Treatment",2,39,"Double","Neutral","down","right",360.433759763794,0
"5","Treatment",2,40,"Spatial","Neutral","down","right",257.394486426136,0
"5","Treatment",2,41,"None","Congruent","down","right",433.454729913794,0
"5","Treatment",2,42,"Center","Congruent","down","right",499.528834998093,1
"5","Treatment",2,43,"Double","Congruent","down","right",301.911415684948,0
"5","Treatment",2,44,"Spatial","Congruent","down","right",290.759685362614,0
"5","Treatment",2,45,"None","Incongruent","down","right",433.197312774852,0
"5","Treatment",2,46,"Center","Incongruent","down","right",431.743419413347,0
"5","Treatment",2,47,"Double","Incongruent","down","right",514.072712398984,0
"5","Treatment",2,48,"Spatial","Incongruent","down","right",402.334137212291,0
"5","Treatment",3,1,"None","Neutral","up","left",417.221418288005,0
"5","Treatment",3,2,"Center","Neutral","up","left",315.568644820146,0
"5","Treatment",3,3,"Double","Neutral","up","left",378.263320850035,0
"5","Treatment",3,4,"Spatial","Neutral","up","left",391.766321071045,0
"5","Treatment",3,5,"None","Congruent","up","left",543.010789593011,0
"5","Treatment",3,6,"Center","Congruent","up","left",445.734813765768,0
"5","Treatment",3,7,"Double","Congruent","up","left",331.498832715647,0
"5","Treatment",3,8,"Spatial","Congruent","up","left",314.843498230745,0
"5","Treatment",3,9,"None","Incongruent","up","left",530.372777762794,1
"5","Treatment",3,10,"Center","Incongruent","up","left",449.497929187271,0
"5","Treatment",3,11,"Double","Incongruent","up","left",458.766514980938,0
"5","Treatment",3,12,"Spatial","Incongruent","up","left",344.385060831432,0
"5","Treatment",3,13,"None","Neutral","down","left",408.673506632822,0
"5","Treatment",3,14,"Center","Neutral","down","left",333.679787616005,0
"5","Treatment",3,15,"Double","Neutral","down","left",328.572103769438,1
"5","Treatment",3,16,"Spatial","Neutral","down","left",304.054969888895,0
"5","Treatment",3,17,"None","Congruent","down","left",409.260471524094,0
"5","Treatment",3,18,"Center","Congruent","down","left",379.716605342973,0
"5","Treatment",3,19,"Double","Congruent","down","left",406.672445974743,0
"5","Treatment",3,20,"Spatial","Congruent","down","left",314.540961317202,0
"5","Treatment",3,21,"None","Incongruent","down","left",457.149569033564,0
"5","Treatment",3,22,"Center","Incongruent","down","left",530.808378840643,0
"5","Treatment",3,23,"Double","Incongruent","down","left",494.693320341916,0
"5","Treatment",3,24,"Spatial","Incongruent","down","left",444.84229297029,0
"5","Treatment",3,25,"None","Neutral","up","right",514.99853364827,0
"5","Treatment",3,26,"Center","Neutral","up","right",331.112902736866,0
"5","Treatment",3,27,"Double","Neutral","up","right",477.440879097967,1
"5","Treatment",3,28,"Spatial","Neutral","up","right",401.322466208029,0
"5","Treatment",3,29,"None","Congruent","up","right",445.35115059888,0
"5","Treatment",3,30,"Center","Congruent","up","right",411.216649196333,0
"5","Treatment",3,31,"Double","Congruent","up","right",378.067072122551,1
"5","Treatment",3,32,"Spatial","Congruent","up","right",334.458710428553,0
"5","Treatment",3,33,"None","Incongruent","up","right",421.188321996535,0
"5","Treatment",3,34,"Center","Incongruent","up","right",487.129492290932,0
"5","Treatment",3,35,"Double","Incongruent","up","right",552.116169905282,0
"5","Treatment",3,36,"Spatial","Incongruent","up","right",514.488647833658,0
"5","Treatment",3,37,"None","Neutral","down","right",438.489716356376,0
"5","Treatment",3,38,"Center","Neutral","down","right",374.606110553947,0
"5","Treatment",3,39,"Double","Neutral","down","right",384.099724728966,0
"5","Treatment",3,40,"Spatial","Neutral","down","right",397.296408916215,0
"5","Treatment",3,41,"None","Congruent","down","right",503.86494113012,0
"5","Treatment",3,42,"Center","Congruent","down","right",400.397207626701,0
"5","Treatment",3,43,"Double","Congruent","down","right",430.713936760703,0
"5","Treatment",3,44,"Spatial","Congruent","down","right",338.646207800322,0
"5","Treatment",3,45,"None","Incongruent","down","right",524.886110167364,0
"5","Treatment",3,46,"Center","Incongruent","down","right",509.282000681744,0
"5","Treatment",3,47,"Double","Incongruent","down","right",626.978681337015,0
"5","Treatment",3,48,"Spatial","Incongruent","down","right",407.299870220297,0
"5","Treatment",4,1,"None","Neutral","up","left",396.592634155669,0
"5","Treatment",4,2,"Center","Neutral","up","left",402.290397870767,1
"5","Treatment",4,3,"Double","Neutral","up","left",354.708737681811,0
"5","Treatment",4,4,"Spatial","Neutral","up","left",371.764157226079,1
"5","Treatment",4,5,"None","Congruent","up","left",447.062419956727,0
"5","Treatment",4,6,"Center","Congruent","up","left",445.808358151984,0
"5","Treatment",4,7,"Double","Congruent","up","left",327.011175816932,0
"5","Treatment",4,8,"Spatial","Congruent","up","left",279.721239430959,0
"5","Treatment",4,9,"None","Incongruent","up","left",578.378652910732,0
"5","Treatment",4,10,"Center","Incongruent","up","left",461.264289989553,0
"5","Treatment",4,11,"Double","Incongruent","up","left",398.87946712797,0
"5","Treatment",4,12,"Spatial","Incongruent","up","left",356.31137947989,0
"5","Treatment",4,13,"None","Neutral","down","left",402.38208572188,0
"5","Treatment",4,14,"Center","Neutral","down","left",409.523070056849,0
"5","Treatment",4,15,"Double","Neutral","down","left",348.636229463754,0
"5","Treatment",4,16,"Spatial","Neutral","down","left",407.092308188193,0
"5","Treatment",4,17,"None","Congruent","down","left",442.19223142433,1
"5","Treatment",4,18,"Center","Congruent","down","left",389.794039469716,0
"5","Treatment",4,19,"Double","Congruent","down","left",374.224013568688,0
"5","Treatment",4,20,"Spatial","Congruent","down","left",325.121133592411,0
"5","Treatment",4,21,"None","Incongruent","down","left",491.616042646928,0
"5","Treatment",4,22,"Center","Incongruent","down","left",507.823928996826,0
"5","Treatment",4,23,"Double","Incongruent","down","left",378.061799539134,0
"5","Treatment",4,24,"Spatial","Incongruent","down","left",464.338438762909,0
"5","Treatment",4,25,"None","Neutral","up","right",412.465790165037,0
"5","Treatment",4,26,"Center","Neutral","up","right",416.736162227545,0
"5","Treatment",4,27,"Double","Neutral","up","right",372.079275810812,0
"5","Treatment",4,28,"Spatial","Neutral","up","right",272.709354787362,0
"5","Treatment",4,29,"None","Congruent","up","right",447.345263463891,0
"5","Treatment",4,30,"Center","Congruent","up","right",348.079767650789,0
"5","Treatment",4,31,"Double","Congruent","up","right",431.219617725934,0
"5","Treatment",4,32,"Spatial","Congruent","up","right",298.613348459256,0
"5","Treatment",4,33,"None","Incongruent","up","right",410.610993124227,0
"5","Treatment",4,34,"Center","Incongruent","up","right",407.299499871787,0
"5","Treatment",4,35,"Double","Incongruent","up","right",416.398863882182,0
"5","Treatment",4,36,"Spatial","Incongruent","up","right",368.703466064542,1
"5","Treatment",4,37,"None","Neutral","down","right",418.120795297677,0
"5","Treatment",4,38,"Center","Neutral","down","right",350.233675194614,0
"5","Treatment",4,39,"Double","Neutral","down","right",354.46289026202,0
"5","Treatment",4,40,"Spatial","Neutral","down","right",356.399571920433,0
"5","Treatment",4,41,"None","Congruent","down","right",371.817669415515,0
"5","Treatment",4,42,"Center","Congruent","down","right",418.00888325112,0
"5","Treatment",4,43,"Double","Congruent","down","right",374.872208197481,0
"5","Treatment",4,44,"Spatial","Congruent","down","right",338.08861145425,0
"5","Treatment",4,45,"None","Incongruent","down","right",398.188129000999,0
"5","Treatment",4,46,"Center","Incongruent","down","right",434.938546028172,0
"5","Treatment",4,47,"Double","Incongruent","down","right",417.217694778427,1
"5","Treatment",4,48,"Spatial","Incongruent","down","right",452.364770785765,1
"5","Treatment",5,1,"None","Neutral","up","left",499.54102555213,0
"5","Treatment",5,2,"Center","Neutral","up","left",441.562310762491,0
"5","Treatment",5,3,"Double","Neutral","up","left",319.333126892392,0
"5","Treatment",5,4,"Spatial","Neutral","up","left",300.197305366822,1
"5","Treatment",5,5,"None","Congruent","up","left",425.524006142664,1
"5","Treatment",5,6,"Center","Congruent","up","left",327.017155606927,0
"5","Treatment",5,7,"Double","Congruent","up","left",294.784390300997,0
"5","Treatment",5,8,"Spatial","Congruent","up","left",379.567533301262,0
"5","Treatment",5,9,"None","Incongruent","up","left",503.407826402949,0
"5","Treatment",5,10,"Center","Incongruent","up","left",480.719799986404,0
"5","Treatment",5,11,"Double","Incongruent","up","left",384.84661235864,0
"5","Treatment",5,12,"Spatial","Incongruent","up","left",392.977258231968,0
"5","Treatment",5,13,"None","Neutral","down","left",371.437568278845,0
"5","Treatment",5,14,"Center","Neutral","down","left",338.529261618243,0
"5","Treatment",5,15,"Double","Neutral","down","left",386.460602090252,0
"5","Treatment",5,16,"Spatial","Neutral","down","left",299.250354085863,0
"5","Treatment",5,17,"None","Congruent","down","left",380.327724269328,0
"5","Treatment",5,18,"Center","Congruent","down","left",314.691577049541,1
"5","Treatment",5,19,"Double","Congruent","down","left",303.288911424606,0
"5","Treatment",5,20,"Spatial","Congruent","down","left",296.857603338166,0
"5","Treatment",5,21,"None","Incongruent","down","left",585.189960190708,0
"5","Treatment",5,22,"Center","Incongruent","down","left",417.218370176301,0
"5","Treatment",5,23,"Double","Incongruent","down","left",389.341568718702,0
"5","Treatment",5,24,"Spatial","Incongruent","down","left",339.724727681582,1
"5","Treatment",5,25,"None","Neutral","up","right",422.467815660618,0
"5","Treatment",5,26,"Center","Neutral","up","right",360.299654378561,0
"5","Treatment",5,27,"Double","Neutral","up","right",387.603465987394,0
"5","Treatment",5,28,"Spatial","Neutral","up","right",325.864678113402,0
"5","Treatment",5,29,"None","Congruent","up","right",473.383380626709,1
"5","Treatment",5,30,"Center","Congruent","up","right",416.004556064383,1
"5","Treatment",5,31,"Double","Congruent","up","right",427.803480070426,0
"5","Treatment",5,32,"Spatial","Congruent","up","right",352.17510301892,1
"5","Treatment",5,33,"None","Incongruent","up","right",555.718133103566,1
"5","Treatment",5,34,"Center","Incongruent","up","right",446.172364313756,0
"5","Treatment",5,35,"Double","Incongruent","up","right",491.646252697519,0
"5","Treatment",5,36,"Spatial","Incongruent","up","right",402.100913066543,0
"5","Treatment",5,37,"None","Neutral","down","right",395.92452425987,0
"5","Treatment",5,38,"Center","Neutral","down","right",318.994945428743,0
"5","Treatment",5,39,"Double","Neutral","down","right",339.554350418782,0
"5","Treatment",5,40,"Spatial","Neutral","down","right",302.566020107928,0
"5","Treatment",5,41,"None","Congruent","down","right",458.803876307333,0
"5","Treatment",5,42,"Center","Congruent","down","right",377.395026803452,0
"5","Treatment",5,43,"Double","Congruent","down","right",343.483141320226,0
"5","Treatment",5,44,"Spatial","Congruent","down","right",295.083196724463,0
"5","Treatment",5,45,"None","Incongruent","down","right",575.634293775864,0
"5","Treatment",5,46,"Center","Incongruent","down","right",438.16253536227,0
"5","Treatment",5,47,"Double","Incongruent","down","right",382.55982892018,1
"5","Treatment",5,48,"Spatial","Incongruent","down","right",388.499533180724,0
"5","Treatment",6,1,"None","Neutral","up","left",434.664971823385,0
"5","Treatment",6,2,"Center","Neutral","up","left",421.652054435524,0
"5","Treatment",6,3,"Double","Neutral","up","left",370.753376094056,0
"5","Treatment",6,4,"Spatial","Neutral","up","left",345.592651950613,1
"5","Treatment",6,5,"None","Congruent","up","left",378.028202857551,0
"5","Treatment",6,6,"Center","Congruent","up","left",419.821140676046,0
"5","Treatment",6,7,"Double","Congruent","up","left",379.995168807898,0
"5","Treatment",6,8,"Spatial","Congruent","up","left",376.847987659541,1
"5","Treatment",6,9,"None","Incongruent","up","left",577.344066720814,1
"5","Treatment",6,10,"Center","Incongruent","up","left",458.946048593169,0
"5","Treatment",6,11,"Double","Incongruent","up","left",430.872670417838,0
"5","Treatment",6,12,"Spatial","Incongruent","up","left",371.635061071246,0
"5","Treatment",6,13,"None","Neutral","down","left",401.179787987844,0
"5","Treatment",6,14,"Center","Neutral","down","left",334.257207999962,0
"5","Treatment",6,15,"Double","Neutral","down","left",393.495548064369,0
"5","Treatment",6,16,"Spatial","Neutral","down","left",266.615781834915,0
"5","Treatment",6,17,"None","Congruent","down","left",342.731901079596,0
"5","Treatment",6,18,"Center","Congruent","down","left",346.630909803927,0
"5","Treatment",6,19,"Double","Congruent","down","left",429.213950324103,0
"5","Treatment",6,20,"Spatial","Congruent","down","left",346.141582071608,0
"5","Treatment",6,21,"None","Incongruent","down","left",475.287530262345,0
"5","Treatment",6,22,"Center","Incongruent","down","left",483.479409195725,0
"5","Treatment",6,23,"Double","Incongruent","down","left",427.426057333254,0
"5","Treatment",6,24,"Spatial","Incongruent","down","left",404.250979955946,0
"5","Treatment",6,25,"None","Neutral","up","right",433.649347090066,0
"5","Treatment",6,26,"Center","Neutral","up","right",434.438730627649,0
"5","Treatment",6,27,"Double","Neutral","up","right",439.628436923287,0
"5","Treatment",6,28,"Spatial","Neutral","up","right",404.125564704953,0
"5","Treatment",6,29,"None","Congruent","up","right",478.952805914733,1
"5","Treatment",6,30,"Center","Congruent","up","right",396.473489171455,0
"5","Treatment",6,31,"Double","Congruent","up","right",468.981785886675,0
"5","Treatment",6,32,"Spatial","Congruent","up","right",442.144951552568,0
"5","Treatment",6,33,"None","Incongruent","up","right",566.428818631007,0
"5","Treatment",6,34,"Center","Incongruent","up","right",439.016567813171,0
