rt,group,direction,flank,cue,trial,error,subnum,block
529.7804595,Treatment,right,Incongruent,Spatial,48,0,106,3
633.8343757,Treatment,left,Neutral,None,1,0,106,4
607.6160872,Treatment,left,Neutral,Center,2,0,106,4
458.3620041,Treatment,left,Neutral,Double,3,0,106,4
540.0654428,Treatment,left,Neutral,Spatial,4,0,106,4
617.0825157,Treatment,left,Congruent,None,5,0,106,4
548.2359495,Treatment,left,Congruent,Center,6,0,106,4
513.691749,Treatment,left,Congruent,Double,7,0,106,4
467.2014395,Treatment,left,Congruent,Spatial,8,0,106,4
677.5888921,Treatment,left,Incongruent,None,9,0,106,4
680.3186347,Treatment,left,Incongruent,Center,10,0,106,4
540.5711058,Treatment,left,Incongruent,Double,11,0,106,4
527.4812938,Treatment,left,Incongruent,Spatial,12,1,106,4
681.8937058,Treatment,left,Neutral,None,13,0,106,4
489.6332909,Treatment,left,Neutral,Center,14,0,106,4
413.6922458,Treatment,left,Neutral,Double,15,0,106,4
510.8731633,Treatment,left,Neutral,Spatial,16,0,106,4
617.2097014,Treatment,left,Congruent,None,17,0,106,4
550.6359919,Treatment,left,Congruent,Center,18,0,106,4
501.3274933,Treatment,left,Congruent,Double,19,0,106,4
527.1400142,Treatment,left,Congruent,Spatial,20,0,106,4
661.1306123,Treatment,left,Incongruent,None,21,0,106,4
666.0716627,Treatment,left,Incongruent,Center,22,0,106,4
630.0472201,Treatment,left,Incongruent,Double,23,0,106,4
614.6693376,Treatment,left,Incongruent,Spatial,24,0,106,4
616.2735953,Treatment,right,Neutral,None,25,0,106,4
570.4025511,Treatment,right,Neutral,Center,26,0,106,4
582.9921128,Treatment,right,Neutral,Double,27,0,106,4
395.642324,Treatment,right,Neutral,Spatial,28,0,106,4
625.8919131,Treatment,right,Congruent,None,29,0,106,4
482.6381871,Treatment,right,Congruent,Center,30,0,106,4
563.1579929,Treatment,right,Congruent,Double,31,0,106,4
575.7376282,Treatment,right,Congruent,Spatial,32,1,106,4
647.5847045,Treatment,right,Incongruent,None,33,0,106,4
579.5917766,Treatment,right,Incongruent,Center,34,0,106,4
610.686575,Treatment,right,Incongruent,Double,35,0,106,4
659.2712136,Treatment,right,Incongruent,Spatial,36,0,106,4
605.0528724,Treatment,right,Neutral,None,37,0,106,4
557.4381106,Treatment,right,Neutral,Center,38,0,106,4
517.6782666,Treatment,right,Neutral,Double,39,0,106,4
483.6162206,Treatment,right,Neutral,Spatial,40,1,106,4
593.006422,Treatment,right,Congruent,None,41,0,106,4
470.5294293,Treatment,right,Congruent,Center,42,0,106,4
606.7052083,Treatment,right,Congruent,Double,43,0,106,4
493.2272576,Treatment,right,Congruent,Spatial,44,0,106,4
569.9498747,Treatment,right,Incongruent,None,45,0,106,4
619.1270799,Treatment,right,Incongruent,Center,46,0,106,4
602.9516552,Treatment,right,Incongruent,Double,47,0,106,4
490.4005301,Treatment,right,Incongruent,Spatial,48,0,106,4
702.4845756,Treatment,left,Neutral,None,1,0,106,5
494.1391194,Treatment,left,Neutral,Center,2,1,106,5
477.3225228,Treatment,left,Neutral,Double,3,0,106,5
532.5651156,Treatment,left,Neutral,Spatial,4,1,106,5
651.6613712,Treatment,left,Congruent,None,5,0,106,5
540.2057152,Treatment,left,Congruent,Center,6,0,106,5
556.3655193,Treatment,left,Congruent,Double,7,0,106,5
454.8900125,Treatment,left,Congruent,Spatial,8,0,106,5
717.7638684,Treatment,left,Incongruent,None,9,0,106,5
635.6415223,Treatment,left,Incongruent,Center,10,0,106,5
620.0502857,Treatment,left,Incongruent,Double,11,0,106,5
617.4057707,Treatment,left,Incongruent,Spatial,12,0,106,5
649.9480447,Treatment,left,Neutral,None,13,0,106,5
513.3742345,Treatment,left,Neutral,Center,14,1,106,5
569.044762,Treatment,left,Neutral,Double,15,0,106,5
460.5274846,Treatment,left,Neutral,Spatial,16,0,106,5
711.4779524,Treatment,left,Congruent,None,17,1,106,5
572.83683,Treatment,left,Congruent,Center,18,0,106,5
543.2092278,Treatment,left,Congruent,Double,19,0,106,5
485.4778647,Treatment,left,Congruent,Spatial,20,0,106,5
658.9716694,Treatment,left,Incongruent,None,21,0,106,5
564.939532,Treatment,left,Incongruent,Center,22,0,106,5
618.1735236,Treatment,left,Incongruent,Double,23,1,106,5
609.1762967,Treatment,left,Incongruent,Spatial,24,1,106,5
574.3320577,Treatment,right,Neutral,None,25,0,106,5
509.3723939,Treatment,right,Neutral,Center,26,0,106,5
463.5340047,Treatment,right,Neutral,Double,27,0,106,5
538.4452853,Treatment,right,Neutral,Spatial,28,0,106,5
616.6891653,Treatment,right,Congruent,None,29,0,106,5
539.433872,Treatment,right,Congruent,Center,30,0,106,5
517.4451035,Treatment,right,Congruent,Double,31,0,106,5
522.9180564,Treatment,right,Congruent,Spatial,32,0,106,5
601.2394777,Treatment,right,Incongruent,None,33,0,106,5
546.3622925,Treatment,right,Incongruent,Center,34,0,106,5
542.7395164,Treatment,right,Incongruent,Double,35,0,106,5
561.9355788,Treatment,right,Incongruent,Spatial,36,0,106,5
639.5354982,Treatment,right,Neutral,None,37,0,106,5
585.7328923,Treatment,right,Neutral,Center,38,0,106,5
516.7423241,Treatment,right,Neutral,Double,39,0,106,5
580.9007152,Treatment,right,Neutral,Spatial,40,0,106,5
542.712161,Treatment,right,Congruent,None,41,0,106,5
525.3591089,Treatment,right,Congruent,Center,42,0,106,5
508.3473863,Treatment,right,Congruent,Double,43,0,106,5
517.961604,Treatment,right,Congruent,Spatial,44,1,106,5
582.440352,Treatment,right,Incongruent,None,45,0,106,5
679.2415434,Treatment,right,Incongruent,Center,46,0,106,5
675.3515801,Treatment,right,Incongruent,Double,47,0,106,5
628.8824663,Treatment,right,Incongruent,Spatial,48,0,106,5
595.9004128,Treatment,left,Neutral,None,1,0,106,6
607.8131711,Treatment,left,Neutral,Center,2,0,106,6
569.3398168,Treatment,left,Neutral,Double,3,0,106,6
557.9424331,Treatment,left,Neutral,Spatial,4,0,106,6
608.8896186,Treatment,left,Congruent,None,5,0,106,6
564.6125441,Treatment,left,Congruent,Center,6,0,106,6
439.3329658,Treatment,left,Congruent,Double,7,0,106,6
483.0976045,Treatment,left,Congruent,Spatial,8,0,106,6
720.7012792,Treatment,left,Incongruent,None,9,1,106,6
625.0634821,Treatment,left,Incongruent,Center,10,0,106,6
554.0646314,Treatment,left,Incongruent,Double,11,0,106,6
532.0811604,Treatment,left,Incongruent,Spatial,12,1,106,6
572.2101258,Treatment,left,Neutral,None,13,0,106,6
656.0937956,Treatment,left,Neutral,Center,14,0,106,6
536.0205006,Treatment,left,Neutral,Double,15,0,106,6
477.7632296,Treatment,left,Neutral,Spatial,16,0,106,6
495.3708114,Treatment,left,Congruent,None,17,0,106,6
454.9064581,Treatment,left,Congruent,Center,18,0,106,6
606.1125138,Treatment,left,Congruent,Double,19,0,106,6
467.4389779,Treatment,left,Congruent,Spatial,20,0,106,6
751.0601441,Treatment,left,Incongruent,None,21,0,106,6
603.5448599,Treatment,left,Incongruent,Center,22,1,106,6
498.6795236,Treatment,left,Incongruent,Double,23,1,106,6
689.6499,Treatment,left,Incongruent,Spatial,24,0,106,6
545.8760012,Treatment,right,Neutral,None,25,0,106,6
524.6819516,Treatment,right,Neutral,Center,26,1,106,6
549.7959478,Treatment,right,Neutral,Double,27,0,106,6
503.9917371,Treatment,right,Neutral,Spatial,28,1,106,6
524.0666185,Treatment,right,Congruent,None,29,0,106,6
474.4707469,Treatment,right,Congruent,Center,30,0,106,6
614.7802464,Treatment,right,Congruent,Double,31,0,106,6
474.5789028,Treatment,right,Congruent,Spatial,32,0,106,6
711.3969177,Treatment,right,Incongruent,None,33,0,106,6
705.3877919,Treatment,right,Incongruent,Center,34,0,106,6
576.0416722,Treatment,right,Incongruent,Double,35,0,106,6
544.6550466,Treatment,right,Incongruent,Spatial,36,0,106,6
500.3548745,Treatment,right,Neutral,None,37,0,106,6
644.9938266,Treatment,right,Neutral,Center,38,0,106,6
507.1896532,Treatment,right,Neutral,Double,39,0,106,6
491.102211,Treatment,right,Neutral,Spatial,40,1,106,6
531.8022599,Treatment,right,Congruent,None,41,0,106,6
587.097908,Treatment,right,Congruent,Center,42,0,106,6
625.5487998,Treatment,right,Congruent,Double,43,0,106,6
521.3693723,Treatment,right,Congruent,Spatial,44,0,106,6
649.9742163,Treatment,right,Incongruent,None,45,0,106,6
536.52098,Treatment,right,Incongruent,Center,46,0,106,6
689.5350549,Treatment,right,Incongruent,Double,47,0,106,6
614.5743717,Treatment,right,Incongruent,Spatial,48,0,106,6
597.9511262,Treatment,left,Neutral,None,1,0,107,1
610.2172426,Treatment,left,Neutral,Center,2,0,107,1
609.9257482,Treatment,left,Neutral,Double,3,0,107,1
486.889149,Treatment,left,Neutral,Spatial,4,0,107,1
538.7113126,Treatment,left,Congruent,None,5,0,107,1
598.1633377,Treatment,left,Congruent,Center,6,0,107,1
579.6605614,Treatment,left,Congruent,Double,7,0,107,1
484.9303417,Treatment,left,Congruent,Spatial,8,0,107,1
827.6985708,Treatment,left,Incongruent,None,9,1,107,1
492.5446552,Treatment,left,Incongruent,Center,10,0,107,1
614.5930958,Treatment,left,Incongruent,Double,11,0,107,1
636.939032,Treatment,left,Incongruent,Spatial,12,0,107,1
674.1173234,Treatment,left,Neutral,None,13,0,107,1
598.7922504,Treatment,left,Neutral,Center,14,0,107,1
552.4175147,Treatment,left,Neutral,Double,15,0,107,1
549.4454379,Treatment,left,Neutral,Spatial,16,0,107,1
627.879061,Treatment,left,Congruent,None,17,0,107,1
548.6302803,Treatment,left,Congruent,Center,18,0,107,1
501.1462521,Treatment,left,Congruent,Double,19,0,107,1
570.8121735,Treatment,left,Congruent,Spatial,20,0,107,1
652.4375094,Treatment,left,Incongruent,None,21,0,107,1
605.2803441,Treatment,left,Incongruent,Center,22,0,107,1
627.6568905,Treatment,left,Incongruent,Double,23,0,107,1
580.5748993,Treatment,left,Incongruent,Spatial,24,0,107,1
501.2108019,Treatment,right,Neutral,None,25,0,107,1
528.6836638,Treatment,right,Neutral,Center,26,1,107,1
575.615128,Treatment,right,Neutral,Double,27,0,107,1
571.5407054,Treatment,right,Neutral,Spatial,28,0,107,1
536.4596096,Treatment,right,Congruent,None,29,1,107,1
517.4722168,Treatment,right,Congruent,Center,30,0,107,1
422.8416881,Treatment,right,Congruent,Double,31,0,107,1
559.8274297,Treatment,right,Congruent,Spatial,32,0,107,1
670.2556764,Treatment,right,Incongruent,None,33,1,107,1
659.5512382,Treatment,right,Incongruent,Center,34,0,107,1
586.8404232,Treatment,right,Incongruent,Double,35,1,107,1
590.6913101,Treatment,right,Incongruent,Spatial,36,0,107,1
648.8541332,Treatment,right,Neutral,None,37,0,107,1
538.2919449,Treatment,right,Neutral,Center,38,0,107,1
587.4330277,Treatment,right,Neutral,Double,39,0,107,1
542.6985445,Treatment,right,Neutral,Spatial,40,0,107,1
520.4714987,Treatment,right,Congruent,None,41,0,107,1
565.4711566,Treatment,right,Congruent,Center,42,0,107,1
420.7008905,Treatment,right,Congruent,Double,43,0,107,1
496.0780446,Treatment,right,Congruent,Spatial,44,0,107,1
642.378312,Treatment,right,Incongruent,None,45,0,107,1
663.8021036,Treatment,right,Incongruent,Center,46,1,107,1
629.6741847,Treatment,right,Incongruent,Double,47,0,107,1
550.1388977,Treatment,right,Incongruent,Spatial,48,0,107,1
592.1398198,Treatment,left,Neutral,None,1,0,107,2
559.209253,Treatment,left,Neutral,Center,2,0,107,2
494.3483993,Treatment,left,Neutral,Double,3,0,107,2
476.0078298,Treatment,left,Neutral,Spatial,4,0,107,2
537.8653193,Treatment,left,Congruent,None,5,0,107,2
473.2490632,Treatment,left,Congruent,Center,6,0,107,2
518.7729993,Treatment,left,Congruent,Double,7,1,107,2
509.0736307,Treatment,left,Congruent,Spatial,8,0,107,2
591.5926414,Treatment,left,Incongruent,None,9,0,107,2
643.3925837,Treatment,left,Incongruent,Center,10,0,107,2
581.6085568,Treatment,left,Incongruent,Double,11,1,107,2
595.554118,Treatment,left,Incongruent,Spatial,12,0,107,2
607.1275502,Treatment,left,Neutral,None,13,0,107,2
531.298264,Treatment,left,Neutral,Center,14,0,107,2
447.7536812,Treatment,left,Neutral,Double,15,0,107,2
430.1159343,Treatment,left,Neutral,Spatial,16,0,107,2
472.967107,Treatment,left,Congruent,None,17,0,107,2
618.1023625,Treatment,left,Congruent,Center,18,1,107,2
526.9666998,Treatment,left,Congruent,Double,19,0,107,2
606.8198655,Treatment,left,Congruent,Spatial,20,1,107,2
597.2058101,Treatment,left,Incongruent,None,21,0,107,2
694.0952854,Treatment,left,Incongruent,Center,22,0,107,2
668.8059818,Treatment,left,Incongruent,Double,23,0,107,2
542.1255799,Treatment,left,Incongruent,Spatial,24,0,107,2
635.7042772,Treatment,right,Neutral,None,25,0,107,2
579.0692315,Treatment,right,Neutral,Center,26,0,107,2
537.6638049,Treatment,right,Neutral,Double,27,0,107,2
585.3490889,Treatment,right,Neutral,Spatial,28,0,107,2
586.0233678,Treatment,right,Congruent,None,29,0,107,2
651.3869367,Treatment,right,Congruent,Center,30,0,107,2
485.2129902,Treatment,right,Congruent,Double,31,0,107,2
575.6158946,Treatment,right,Congruent,Spatial,32,0,107,2
643.7996244,Treatment,right,Incongruent,None,33,0,107,2
637.7124755,Treatment,right,Incongruent,Center,34,0,107,2
611.4162756,Treatment,right,Incongruent,Double,35,0,107,2
573.3427847,Treatment,right,Incongruent,Spatial,36,0,107,2
595.5961308,Treatment,right,Neutral,None,37,0,107,2
595.8894466,Treatment,right,Neutral,Center,38,0,107,2
546.5719632,Treatment,right,Neutral,Double,39,1,107,2
577.9465291,Treatment,right,Neutral,Spatial,40,0,107,2
605.6747423,Treatment,right,Congruent,None,41,0,107,2
558.7153273,Treatment,right,Congruent,Center,42,0,107,2
542.3259798,Treatment,right,Congruent,Double,43,0,107,2
488.7620983,Treatment,right,Congruent,Spatial,44,0,107,2
680.3955776,Treatment,right,Incongruent,None,45,0,107,2
669.6461459,Treatment,right,Incongruent,Center,46,0,107,2
655.6928944,Treatment,right,Incongruent,Double,47,0,107,2
629.8002792,Treatment,right,Incongruent,Spatial,48,0,107,2
686.6372135,Treatment,left,Neutral,None,1,0,107,3
567.8521017,Treatment,left,Neutral,Center,2,1,107,3
552.7863167,Treatment,left,Neutral,Double,3,0,107,3
587.6394328,Treatment,left,Neutral,Spatial,4,0,107,3
596.7965191,Treatment,left,Congruent,None,5,0,107,3
499.5890621,Treatment,left,Congruent,Center,6,0,107,3
500.3552238,Treatment,left,Congruent,Double,7,0,107,3
477.2742689,Treatment,left,Congruent,Spatial,8,0,107,3
598.3108586,Treatment,left,Incongruent,None,9,1,107,3
690.9092177,Treatment,left,Incongruent,Center,10,0,107,3
585.3057167,Treatment,left,Incongruent,Double,11,0,107,3
635.9485899,Treatment,left,Incongruent,Spatial,12,0,107,3
719.2040782,Treatment,left,Neutral,None,13,0,107,3
529.8356753,Treatment,left,Neutral,Center,14,0,107,3
563.5054279,Treatment,left,Neutral,Double,15,0,107,3
481.2353493,Treatment,left,Neutral,Spatial,16,0,107,3
745.9614404,Treatment,left,Congruent,None,17,0,107,3
496.0542605,Treatment,left,Congruent,Center,18,0,107,3
603.9245665,Treatment,left,Congruent,Double,19,1,107,3
553.4801387,Treatment,left,Congruent,Spatial,20,0,107,3
716.5583155,Treatment,left,Incongruent,None,21,0,107,3
671.2340614,Treatment,left,Incongruent,Center,22,0,107,3
645.6487528,Treatment,left,Incongruent,Double,23,0,107,3
610.4095041,Treatment,left,Incongruent,Spatial,24,0,107,3
555.3554145,Treatment,right,Neutral,None,25,0,107,3
572.6017803,Treatment,right,Neutral,Center,26,0,107,3
526.2643846,Treatment,right,Neutral,Double,27,0,107,3
652.0092573,Treatment,right,Neutral,Spatial,28,0,107,3
636.6196727,Treatment,right,Congruent,None,29,0,107,3
592.0259464,Treatment,right,Congruent,Center,30,0,107,3
434.0173941,Treatment,right,Congruent,Double,31,0,107,3
443.6268109,Treatment,right,Congruent,Spatial,32,1,107,3
621.1669651,Treatment,right,Incongruent,None,33,1,107,3
590.6462064,Treatment,right,Incongruent,Center,34,0,107,3
586.5993592,Treatment,right,Incongruent,Double,35,0,107,3
612.1820478,Treatment,right,Incongruent,Spatial,36,0,107,3
588.1346446,Treatment,right,Neutral,None,37,0,107,3
535.0710987,Treatment,right,Neutral,Center,38,0,107,3
604.478128,Treatment,right,Neutral,Double,39,1,107,3
404.5529398,Treatment,right,Neutral,Spatial,40,0,107,3
596.3358998,Treatment,right,Congruent,None,41,0,107,3
593.1701435,Treatment,right,Congruent,Center,42,1,107,3
598.7353731,Treatment,right,Congruent,Double,43,0,107,3
499.7073685,Treatment,right,Congruent,Spatial,44,0,107,3
648.3193084,Treatment,right,Incongruent,None,45,0,107,3
610.8888108,Treatment,right,Incongruent,Center,46,0,107,3
593.4460664,Treatment,right,Incongruent,Double,47,0,107,3
558.7695195,Treatment,right,Incongruent,Spatial,48,1,107,3
532.3090162,Treatment,left,Neutral,None,1,0,107,4
540.1702526,Treatment,left,Neutral,Center,2,0,107,4
556.7058068,Treatment,left,Neutral,Double,3,1,107,4
482.1396853,Treatment,left,Neutral,Spatial,4,0,107,4
544.3337363,Treatment,left,Congruent,None,5,0,107,4
468.4682287,Treatment,left,Congruent,Center,6,0,107,4
525.6088059,Treatment,left,Congruent,Double,7,0,107,4
596.1316008,Treatment,left,Congruent,Spatial,8,1,107,4
642.074985,Treatment,left,Incongruent,None,9,0,107,4
588.1669577,Treatment,left,Incongruent,Center,10,0,107,4
754.0693567,Treatment,left,Incongruent,Double,11,0,107,4
482.1372062,Treatment,left,Incongruent,Spatial,12,0,107,4
607.1263948,Treatment,left,Neutral,None,13,0,107,4
583.2249399,Treatment,left,Neutral,Center,14,0,107,4
521.0686254,Treatment,left,Neutral,Double,15,0,107,4
569.1844792,Treatment,left,Neutral,Spatial,16,0,107,4
640.2718646,Treatment,left,Congruent,None,17,1,107,4
552.6658879,Treatment,left,Congruent,Center,18,0,107,4
486.6326792,Treatment,left,Congruent,Double,19,0,107,4
526.1675078,Treatment,left,Congruent,Spatial,20,0,107,4
653.9608489,Treatment,left,Incongruent,None,21,0,107,4
575.7024868,Treatment,left,Incongruent,Center,22,0,107,4
622.5639086,Treatment,left,Incongruent,Double,23,0,107,4
608.9681736,Treatment,left,Incongruent,Spatial,24,0,107,4
596.0416587,Treatment,right,Neutral,None,25,0,107,4
592.4383818,Treatment,right,Neutral,Center,26,0,107,4
419.4483256,Treatment,right,Neutral,Double,27,0,107,4
546.9238557,Treatment,right,Neutral,Spatial,28,0,107,4
571.4502857,Treatment,right,Congruent,None,29,0,107,4
564.3269508,Treatment,right,Congruent,Center,30,0,107,4
602.3809928,Treatment,right,Congruent,Double,31,0,107,4
516.9779351,Treatment,right,Congruent,Spatial,32,0,107,4
674.4463304,Treatment,right,Incongruent,None,33,0,107,4
488.4920342,Treatment,right,Incongruent,Center,34,0,107,4
554.1389584,Treatment,right,Incongruent,Double,35,0,107,4
617.4576289,Treatment,right,Incongruent,Spatial,36,0,107,4
529.2033538,Treatment,right,Neutral,None,37,0,107,4
544.3808669,Treatment,right,Neutral,Center,38,0,107,4
560.2016003,Treatment,right,Neutral,Double,39,0,107,4
492.2993598,Treatment,right,Neutral,Spatial,40,0,107,4
557.4378755,Treatment,right,Congruent,None,41,0,107,4
476.9413462,Treatment,right,Congruent,Center,42,0,107,4
558.2125923,Treatment,right,Congruent,Double,43,0,107,4
414.6321028,Treatment,right,Congruent,Spatial,44,0,107,4
623.7384367,Treatment,right,Incongruent,None,45,0,107,4
614.4214354,Treatment,right,Incongruent,Center,46,0,107,4
566.7382787,Treatment,right,Incongruent,Double,47,0,107,4
571.8550538,Treatment,right,Incongruent,Spatial,48,0,107,4
643.0092027,Treatment,left,Neutral,None,1,0,107,5
550.9049387,Treatment,left,Neutral,Center,2,0,107,5
551.8631228,Treatment,left,Neutral,Double,3,0,107,5
589.9443036,Treatment,left,Neutral,Spatial,4,0,107,5
594.4349576,Treatment,left,Congruent,None,5,0,107,5
564.2727937,Treatment,left,Congruent,Center,6,0,107,5
445.8045052,Treatment,left,Congruent,Double,7,0,107,5
511.5370109,Treatment,left,Congruent,Spatial,8,0,107,5
631.9997557,Treatment,left,Incongruent,None,9,0,107,5
558.7993391,Treatment,left,Incongruent,Center,10,0,107,5
665.1183326,Treatment,left,Incongruent,Double,11,0,107,5
578.9229289,Treatment,left,Incongruent,Spatial,12,0,107,5
647.266067,Treatment,left,Neutral,None,13,0,107,5
504.5754392,Treatment,left,Neutral,Center,14,0,107,5
424.8898887,Treatment,left,Neutral,Double,15,0,107,5
518.1469024,Treatment,left,Neutral,Spatial,16,0,107,5
647.1604465,Treatment,left,Congruent,None,17,0,107,5
677.230243,Treatment,left,Congruent,Center,18,0,107,5
589.3595467,Treatment,left,Congruent,Double,19,0,107,5
563.0218383,Treatment,left,Congruent,Spatial,20,0,107,5
639.2126055,Treatment,left,Incongruent,None,21,0,107,5
637.6427441,Treatment,left,Incongruent,Center,22,0,107,5
591.2335936,Treatment,left,Incongruent,Double,23,1,107,5
601.1028185,Treatment,left,Incongruent,Spatial,24,0,107,5
540.8220423,Treatment,right,Neutral,None,25,0,107,5
530.8125208,Treatment,right,Neutral,Center,26,0,107,5
472.0167097,Treatment,right,Neutral,Double,27,0,107,5
512.2886612,Treatment,right,Neutral,Spatial,28,0,107,5
622.6228057,Treatment,right,Congruent,None,29,0,107,5
552.8782935,Treatment,right,Congruent,Center,30,0,107,5
513.0653073,Treatment,right,Congruent,Double,31,1,107,5
498.0659341,Treatment,right,Congruent,Spatial,32,0,107,5
587.8548689,Treatment,right,Incongruent,None,33,0,107,5
608.8712715,Treatment,right,Incongruent,Center,34,0,107,5
526.2215775,Treatment,right,Incongruent,Double,35,0,107,5
579.2267049,Treatment,right,Incongruent,Spatial,36,0,107,5
687.5523437,Treatment,right,Neutral,None,37,0,107,5
585.2103253,Treatment,right,Neutral,Center,38,1,107,5
619.0509662,Treatment,right,Neutral,Double,39,0,107,5
577.6443956,Treatment,right,Neutral,Spatial,40,0,107,5
583.5021082,Treatment,right,Congruent,None,41,1,107,5
568.174937,Treatment,right,Congruent,Center,42,0,107,5
453.6168633,Treatment,right,Congruent,Double,43,0,107,5
554.6888872,Treatment,right,Congruent,Spatial,44,0,107,5
634.0437533,Treatment,right,Incongruent,None,45,0,107,5
667.025476,Treatment,right,Incongruent,Center,46,0,107,5
521.4421205,Treatment,right,Incongruent,Double,47,0,107,5
637.3501359,Treatment,right,Incongruent,Spatial,48,0,107,5
574.8504453,Treatment,left,Neutral,None,1,0,107,6
621.2949184,Treatment,left,Neutral,Center,2,0,107,6
544.0330022,Treatment,left,Neutral,Double,3,0,107,6
478.0963137,Treatment,left,Neutral,Spatial,4,0,107,6
624.91355,Treatment,left,Congruent,None,5,0,107,6
547.0876632,Treatment,left,Congruent,Center,6,1,107,6
513.6891611,Treatment,left,Congruent,Double,7,0,107,6
465.268962,Treatment,left,Congruent,Spatial,8,0,107,6
790.5030107,Treatment,left,Incongruent,None,9,0,107,6
572.5176375,Treatment,left,Incongruent,Center,10,0,107,6
642.957575,Treatment,left,Incongruent,Double,11,0,107,6
569.4292655,Treatment,left,Incongruent,Spatial,12,0,107,6
549.1072599,Treatment,left,Neutral,None,13,0,107,6
480.4904505,Treatment,left,Neutral,Center,14,0,107,6
470.5685345,Treatment,left,Neutral,Double,15,0,107,6
439.6977683,Treatment,left,Neutral,Spatial,16,0,107,6
525.1882259,Treatment,left,Congruent,None,17,0,107,6
584.3072962,Treatment,left,Congruent,Center,18,0,107,6
533.1619185,Treatment,left,Congruent,Double,19,0,107,6
609.9571215,Treatment,left,Congruent,Spatial,20,0,107,6
701.6619341,Treatment,left,Incongruent,None,21,0,107,6
702.4098773,Treatment,left,Incongruent,Center,22,0,107,6
640.1359322,Treatment,left,Incongruent,Double,23,0,107,6
622.2733706,Treatment,left,Incongruent,Spatial,24,0,107,6
623.3623698,Treatment,right,Neutral,None,25,0,107,6
529.8972468,Treatment,right,Neutral,Center,26,0,107,6
591.1763352,Treatment,right,Neutral,Double,27,0,107,6
509.597218,Treatment,right,Neutral,Spatial,28,0,107,6
651.6892119,Treatment,right,Congruent,None,29,1,107,6
510.0436509,Treatment,right,Congruent,Center,30,0,107,6
595.211651,Treatment,right,Congruent,Double,31,0,107,6
494.4013322,Treatment,right,Congruent,Spatial,32,0,107,6
625.6925207,Treatment,right,Incongruent,None,33,1,107,6
523.8872552,Treatment,right,Incongruent,Center,34,0,107,6
695.9850372,Treatment,right,Incongruent,Double,35,0,107,6
605.9634952,Treatment,right,Incongruent,Spatial,36,0,107,6
597.2075034,Treatment,right,Neutral,None,37,0,107,6
584.8208805,Treatment,right,Neutral,Center,38,0,107,6
547.6757839,Treatment,right,Neutral,Double,39,0,107,6
444.4858251,Treatment,right,Neutral,Spatial,40,0,107,6
493.8466971,Treatment,right,Congruent,None,41,0,107,6
539.5960705,Treatment,right,Congruent,Center,42,0,107,6
529.360671,Treatment,right,Congruent,Double,43,0,107,6
457.0882145,Treatment,right,Congruent,Spatial,44,0,107,6
690.8611798,Treatment,right,Incongruent,None,45,0,107,6
604.2274233,Treatment,right,Incongruent,Center,46,0,107,6
656.2774567,Treatment,right,Incongruent,Double,47,0,107,6
644.5636019,Treatment,right,Incongruent,Spatial,48,0,107,6
568.7447511,Treatment,left,Neutral,None,1,0,108,1
506.2426623,Treatment,left,Neutral,Center,2,0,108,1
552.1678471,Treatment,left,Neutral,Double,3,0,108,1
581.2594817,Treatment,left,Neutral,Spatial,4,0,108,1
513.2625287,Treatment,left,Congruent,None,5,0,108,1
508.1297676,Treatment,left,Congruent,Center,6,0,108,1
509.2123692,Treatment,left,Congruent,Double,7,0,108,1
528.7410479,Treatment,left,Congruent,Spatial,8,0,108,1
789.1663981,Treatment,left,Incongruent,None,9,0,108,1
596.8043519,Treatment,left,Incongruent,Center,10,0,108,1
593.6749799,Treatment,left,Incongruent,Double,11,0,108,1
494.8452393,Treatment,left,Incongruent,Spatial,12,0,108,1
547.9251322,Treatment,left,Neutral,None,13,0,108,1
588.4367481,Treatment,left,Neutral,Center,14,1,108,1
507.7339811,Treatment,left,Neutral,Double,15,0,108,1
485.6764252,Treatment,left,Neutral,Spatial,16,0,108,1
582.3480278,Treatment,left,Congruent,None,17,0,108,1
546.8849738,Treatment,left,Congruent,Center,18,0,108,1
625.9807555,Treatment,left,Congruent,Double,19,0,108,1
572.3105703,Treatment,left,Congruent,Spatial,20,0,108,1
770.4294978,Treatment,left,Incongruent,None,21,0,108,1
527.2790244,Treatment,left,Incongruent,Center,22,1,108,1
591.8642809,Treatment,left,Incongruent,Double,23,0,108,1
632.1551917,Treatment,left,Incongruent,Spatial,24,0,108,1
584.8081239,Treatment,right,Neutral,None,25,0,108,1
565.904035,Treatment,right,Neutral,Center,26,0,108,1
512.5625496,Treatment,right,Neutral,Double,27,0,108,1
416.5547828,Treatment,right,Neutral,Spatial,28,0,108,1
539.6501711,Treatment,right,Congruent,None,29,0,108,1
644.8629029,Treatment,right,Congruent,Center,30,0,108,1
531.920722,Treatment,right,Congruent,Double,31,0,108,1
599.3990858,Treatment,right,Congruent,Spatial,32,0,108,1
713.3650258,Treatment,right,Incongruent,None,33,0,108,1
655.1290469,Treatment,right,Incongruent,Center,34,0,108,1
696.176612,Treatment,right,Incongruent,Double,35,0,108,1
500.4920645,Treatment,right,Incongruent,Spatial,36,0,108,1
569.5004393,Treatment,right,Neutral,None,37,0,108,1
534.3359433,Treatment,right,Neutral,Center,38,0,108,1
498.8935116,Treatment,right,Neutral,Double,39,0,108,1
497.1759696,Treatment,right,Neutral,Spatial,40,0,108,1
